name	F type	FIA type	FIB type	IncF RST
LR134429	F-	A-	B-	F-:A-:B-
LR134430	F-	A-	B-	F-:A-:B-
LR134431	F-	A-	B-	F-:A-:B-
LR134432	F-	A-	B-	F-:A-:B-
LR134433	F-	A-	B-	F-:A-:B-
LR134434	F-	A-	B-	F-:A-:B-
LR134435	F-	A-	B-	F-:A-:B-
LR134436	F-	A-	B-	F-:A-:B-
LR134437	F-	A-	B-	F-:A-:B-
LR134438	F-	A-	B-	F-:A-:B-
LR134444	F-	A-	B-	F-:A-:B-
LR134445	F-	A-	B-	F-:A-:B-
LR134446	F-	A-	B-	F-:A-:B-
LR134447	F-	A-	B-	F-:A-:B-
LR134448	F-	A-	B-	F-:A-:B-
LR134449	F-	A-	B-	F-:A-:B-
LR134450	F-	A-	B-	F-:A-:B-
LR134452	F-	A-	B-	F-:A-:B-
LR134453	F-	A-	B-	F-:A-:B-
LR134454	F-	A-	B-	F-:A-:B-
LR134455	F-	A-	B-	F-:A-:B-
LR134457	F-	A-	B-	F-:A-:B-
LR134458	F-	A-	B-	F-:A-:B-
LR134459	F-	A-	B-	F-:A-:B-
LR134460	F-	A-	B-	F-:A-:B-
LR134461	F-	A-	B-	F-:A-:B-
LR134462	F-	A-	B-	F-:A-:B-
LR134463	F-	A-	B-	F-:A-:B-
LR134464	F-	A-	B-	F-:A-:B-
LR134466	F-	A-	B-	F-:A-:B-
LR134467	F-	A-	B-	F-:A-:B-
LR134468	F-	A-	B-	F-:A-:B-
LR134469	F-	A-	B-	F-:A-:B-
LR134470	F-	A-	B-	F-:A-:B-
LR136959	F-	A-	B-	F-:A-:B-
LR721752	F-	A-	B-	F-:A-:B-
LR721753	F-	A-	B-	F-:A-:B-
LS423453	F-	A-	B-	F-:A-:B-
LS974446	F-	A-	B-	F-:A-:B-
LS992155	F-	A-	B-	F-:A-:B-
LS992170	F-	A-	B-	F-:A-:B-
LS992173	F-	A-	B-	F-:A-:B-
LS992176	F-	A-	B70	F-:A-:B70
LS992177	F-	A-	B-	F-:A-:B-
LS992178	F-	A-	B-	F-:A-:B-
LS992179	F-	A-	B-	F-:A-:B-
LS992187	F-	A-	B-	F-:A-:B-
LS998784	F-	A-	B-	F-:A-:B-
LS998787	F-	A-	B-	F-:A-:B-
LS998788	F-	A-	B-	F-:A-:B-
LS999207	F-	A-	B-	F-:A-:B-
LS999561	F-	A-	B1	F-:A-:B1
LS999562	F-	A-	B-	F-:A-:B-
LS999563	F-	A-	B-	F-:A-:B-
LS999564	F-	A-	B-	F-:A-:B-
LT174530	F-	A-	B-	F-:A-:B-
LT216440	F-	A-	B-	F-:A-:B-
LT221036	F-	A-	B-	F-:A-:B-
LT221037	F-	A-	B-	F-:A-:B-
LT221038	F-	A-	B-	F-:A-:B-
LT222313	F-	A-	B-	F-:A-:B-
LT222314	F-	A-	B-	F-:A-:B-
LT222317	F-	A-	B-	F-:A-:B-
LT546646	F-	A-	B-	F-:A-:B-
LT559119	F-	A-	B-	F-:A-:B-
LT559120	F-	A-	B-	F-:A-:B-
LT559121	F-	A-	B-	F-:A-:B-
LT575491	F-	A-	B-	F-:A-:B-
LT575492	F-	A-	B-	F-:A-:B-
LT591899	F-	A-	B-	F-:A-:B-
LT591900	F-	A-	B-	F-:A-:B-
LT591902	F-	A-	B-	F-:A-:B-
LT591903	F-	A-	B-	F-:A-:B-
LT591905	F-	A-	B-	F-:A-:B-
LT591906	F-	A-	B-	F-:A-:B-
LT591907	F-	A-	B-	F-:A-:B-
LT591909	F-	A-	B-	F-:A-:B-
LT591911	F-	A-	B-	F-:A-:B-
LT591912	F-	A-	B-	F-:A-:B-
LT591913	F-	A-	B-	F-:A-:B-
LT592147	F-	A-	B-	F-:A-:B-
LT592148	F-	A-	B-	F-:A-:B-
LT592149	F-	A-	B-	F-:A-:B-
LT592151	F-	A-	B-	F-:A-:B-
LT592152	F-	A-	B-	F-:A-:B-
LT592154	F-	A-	B-	F-:A-:B-
LT592156	F-	A-	B-	F-:A-:B-
LT592158	F-	A-	B-	F-:A-:B-
LT592160	F-	A-	B-	F-:A-:B-
LT592162	F-	A-	B-	F-:A-:B-
LT592164	F-	A-	B-	F-:A-:B-
LT592165	F-	A-	B-	F-:A-:B-
LT594096	F-	A-	B-	F-:A-:B-
LT599050	F-	A-	B-	F-:A-:B-
LT599051	F-	A-	B-	F-:A-:B-
LT599052	F-	A-	B-	F-:A-:B-
LT599053	F-	A-	B-	F-:A-:B-
LT599585	F-	A-	B-	F-:A-:B-
LT605060	F-	A-	B-	F-:A-:B-
LT635649	F-	A-	B-	F-:A-:B-
LT635650	F-	A-	B-	F-:A-:B-
LT635651	F-	A-	B-	F-:A-:B-
LT635652	F-	A-	B-	F-:A-:B-
LT635653	F-	A-	B-	F-:A-:B-
LT635654	F-	A-	B-	F-:A-:B-
LT635655	F-	A-	B-	F-:A-:B-
LT635656	F-	A-	B-	F-:A-:B-
LT635657	F-	A-	B-	F-:A-:B-
LT635658	F-	A-	B-	F-:A-:B-
LT635659	F-	A-	B-	F-:A-:B-
LT635660	F-	A-	B-	F-:A-:B-
LT635661	F-	A-	B-	F-:A-:B-
LT635662	F-	A-	B-	F-:A-:B-
LT669764	F-	A-	B-	F-:A-:B-
LT827129	F-	A-	B-	F-:A-:B-
LT837805	F-	A-	B-	F-:A-:B-
LT837806	F-	A-	B-	F-:A-:B-
LT838197	F-	A-	B-	F-:A-:B-
LT838199	F-	A-	B-	F-:A-:B-
LT838201	F-	A-	B-	F-:A-:B-
LT838202	F-	A-	B-	F-:A-:B-
LT838204	F-	A-	B-	F-:A-:B-
LT841306	F-	A-	B-	F-:A-:B-
LT853881	F-	A-	B-	F-:A-:B-
LT853883	F-	A-	B-	F-:A-:B-
LT853884	F-	A-	B-	F-:A-:B-
LT853886	F-	A-	B-	F-:A-:B-
LT853887	F-	A-	B-	F-:A-:B-
LT882698	F-	A-	B-	F-:A-:B-
LT882699	F-	A-	B-	F-:A-:B-
LT907846	F-	A-	B-	F-:A-:B-
LT907976	F-	A-	B-	F-:A-:B-
LT907977	F-	A-	B-	F-:A-:B-
LT907984	F-	A-	B-	F-:A-:B-
LT907987	F-	A-	B-	F-:A-:B-
LT960613	F-	A-	B-	F-:A-:B-
LT960615	F-	A-	B-	F-:A-:B-
LT960778	F-	A-	B-	F-:A-:B-
LT960779	F-	A-	B-	F-:A-:B-
LT960780	F-	A-	B-	F-:A-:B-
LT960782	F-	A-	B-	F-:A-:B-
LT960783	F-	A-	B-	F-:A-:B-
LT960785	F-	A-	B-	F-:A-:B-
LT960786	F-	A-	B-	F-:A-:B-
LT960787	F-	A-	B-	F-:A-:B-
LT960789	F-	A-	B-	F-:A-:B-
LT960791	F-	A-	B-	F-:A-:B-
LT960792	F-	A-	B-	F-:A-:B-
LT963392	F-	A-	B-	F-:A-:B-
LT963393	F-	A-	B-	F-:A-:B-
LT963394	F-	A-	B-	F-:A-:B-
LT963396	F-	A-	B-	F-:A-:B-
LT963397	F-	A-	B-	F-:A-:B-
LT963398	F-	A-	B-	F-:A-:B-
LT963399	F-	A-	B-	F-:A-:B-
LT963400	F-	A-	B-	F-:A-:B-
LT963401	F-	A-	B-	F-:A-:B-
LT963403	F-	A-	B-	F-:A-:B-
LT963404	F-	A-	B-	F-:A-:B-
LT963405	F-	A-	B-	F-:A-:B-
LT963406	F-	A-	B-	F-:A-:B-
LT963407	F-	A-	B-	F-:A-:B-
LT963410	F-	A-	B-	F-:A-:B-
LT963411	F-	A-	B-	F-:A-:B-
LT963412	F-	A-	B-	F-:A-:B-
LT963413	F-	A-	B-	F-:A-:B-
LT965930	F-	A-	B-	F-:A-:B-
LT969521	F-	A-	B-	F-:A-:B-
LT984414	F-	A-	B-	F-:A-:B-
LT984690	F-	A-	B-	F-:A-:B-
LT984691	F-	A-	B-	F-:A-:B-
LT985190	F-	A-	B-	F-:A-:B-
LT985191	F-	A-	B-	F-:A-:B-
LT985193	F-	A-	B-	F-:A-:B-
LT985194	F-	A-	B-	F-:A-:B-
LT985195	F-	A-	B-	F-:A-:B-
LT985210	F-	A-	B-	F-:A-:B-
LT985211	F-	A-	B-	F-:A-:B-
LT985212	F-	A-	B-	F-:A-:B-
LT985216	F-	A-	B-	F-:A-:B-
LT985218	F-	A-	B-	F-:A-:B-
LT985220	F-	A-	B-	F-:A-:B-
LT985222	F-	A-	B-	F-:A-:B-
LT985223	F-	A-	B-	F-:A-:B-
LT985224	F-	A-	B-	F-:A-:B-
LT985225	F-	A-	B-	F-:A-:B-
LT985228	F-	A-	B-	F-:A-:B-
LT985230	F-	A-	B-	F-:A-:B-
LT985231	F-	A-	B-	F-:A-:B-
LT985232	F-	A-	B-	F-:A-:B-
LT985233	F-	A-	B-	F-:A-:B-
LT985234	F-	A-	B-	F-:A-:B-
LT985235	F-	A-	B-	F-:A-:B-
LT985236	F-	A-	B-	F-:A-:B-
LT985237	F-	A-	B-	F-:A-:B-
LT985238	F-	A-	B-	F-:A-:B-
LT985239	F-	A-	B-	F-:A-:B-
LT985240	F-	A-	B-	F-:A-:B-
LT985241	F-	A-	B-	F-:A-:B-
LT985242	F-	A-	B-	F-:A-:B-
LT985243	F-	A-	B-	F-:A-:B-
LT985244	F-	A-	B-	F-:A-:B-
LT985245	F-	A-	B-	F-:A-:B-
LT985246	F-	A-	B-	F-:A-:B-
LT985247	F-	A-	B-	F-:A-:B-
LT985248	F-	A-	B-	F-:A-:B-
LT985249	F-	A-	B-	F-:A-:B-
LT985250	F-	A-	B-	F-:A-:B-
LT985251	F-	A-	B-	F-:A-:B-
LT985253	F-	A-	B-	F-:A-:B-
LT985254	F-	A-	B-	F-:A-:B-
LT985255	F-	A-	B-	F-:A-:B-
LT985256	F-	A-	B-	F-:A-:B-
LT985257	F-	A-	B-	F-:A-:B-
LT985258	F-	A-	B-	F-:A-:B-
LT985259	F-	A-	B-	F-:A-:B-
LT985260	F-	A-	B-	F-:A-:B-
LT985261	F-	A-	B-	F-:A-:B-
LT985262	F-	A-	B-	F-:A-:B-
LT985263	F-	A-	B-	F-:A-:B-
LT985264	F-	A-	B-	F-:A-:B-
LT985266	F-	A-	B-	F-:A-:B-
LT985268	F-	A-	B-	F-:A-:B-
LT985269	F-	A-	B-	F-:A-:B-
LT985270	F-	A-	B-	F-:A-:B-
LT985273	F-	A-	B-	F-:A-:B-
LT985276	F-	A-	B-	F-:A-:B-
LT985278	F-	A-	B-	F-:A-:B-
LT985279	F-	A-	B-	F-:A-:B-
LT985280	F-	A-	B-	F-:A-:B-
LT985281	F-	A-	B-	F-:A-:B-
LT985282	F-	A-	B-	F-:A-:B-
LT985283	F-	A-	B-	F-:A-:B-
LT985284	F-	A-	B-	F-:A-:B-
LT985285	F-	A-	B-	F-:A-:B-
LT985286	F-	A-	B-	F-:A-:B-
LT985287	F-	A-	B-	F-:A-:B-
LT985288	F-	A-	B-	F-:A-:B-
LT985289	F-	A-	B-	F-:A-:B-
LT985290	F-	A-	B-	F-:A-:B-
LT985291	F-	A-	B-	F-:A-:B-
LT985292	F-	A-	B-	F-:A-:B-
LT985294	F-	A-	B-	F-:A-:B-
LT985295	F-	A-	B-	F-:A-:B-
LT985296	F-	A8	B-	F-:A8:B-
LT985297	F-	A-	B-	F-:A-:B-
LT985298	F-	A-	B-	F-:A-:B-
LT985299	F-	A-	B-	F-:A-:B-
LT985300	F-	A-	B-	F-:A-:B-
LT985301	F-	A-	B-	F-:A-:B-
LT985302	F-	A-	B-	F-:A-:B-
LT985303	F-	A-	B10	F-:A-:B10
LT985307	F-	A-	B-	F-:A-:B-
LT985308	F-	A-	B-	F-:A-:B-
LT985310	F-	A-	B-	F-:A-:B-
LT985311	F-	A-	B-	F-:A-:B-
LT985312	F-	A-	B-	F-:A-:B-
LT985313	F-	A-	B-	F-:A-:B-
LT985314	F-	A-	B-	F-:A-:B-
LT985315	F-	A-	B-	F-:A-:B-
LT985316	F-	A-	B-	F-:A-:B-
LT985317	F-	A-	B-	F-:A-:B-
LT985318	F-	A-	B-	F-:A-:B-
LT985320	F-	A-	B-	F-:A-:B-
LT985321	F-	A-	B-	F-:A-:B-
LT985322	F-	A-	B-	F-:A-:B-
LT985386	F-	A-	B-	F-:A-:B-
LT985387	F-	A-	B-	F-:A-:B-
LT991587	F-	A-	B-	F-:A-:B-
LT991588	F-	A-	B-	F-:A-:B-
LT992335	F-	A-	B-	F-:A-:B-
LT992437	F-	A-	B-	F-:A-:B-
LT993739	F-	A-	B-	F-:A-:B-
LT994833	F-	A-	B-	F-:A-:B-
LT994834	F-	A-	B-	F-:A-:B-
LT994835	F-	A-	B-	F-:A-:B-
LT994836	F-	A-	B-	F-:A-:B-
LT994837	F-	A-	B-	F-:A-:B-
LT994838	F-	A-	B-	F-:A-:B-
LT994839	F-	A-	B-	F-:A-:B-
LT996083	F-	A-	B-	F-:A-:B-
LT996084	F-	A-	B-	F-:A-:B-
LT996085	F-	A-	B-	F-:A-:B-
M10316	F-	A-	B-	F-:A-:B-
M12730	F-	A-	B-	F-:A-:B-
M13761	F-	A-	B-	F-:A-:B-
M16217	F-	A-	B-	F-:A-:B-
M19465	F-	A-	B-	F-:A-:B-
M19652	F-	A-	B-	F-:A-:B-
M21778	F-	A-	B-	F-:A-:B-
M23557	F-	A-	B-	F-:A-:B-
M25059	F-	A-	B-	F-:A-:B-
M28829	F-	A-	B-	F-:A-:B-
M29725	F-	A-	B-	F-:A-:B-
M32882	F-	A-	B-	F-:A-:B-
M37402	F-	A-	B-	F-:A-:B-
M38574	F-	A-	B-	F-:A-:B-
M60875	F-	A-	B-	F-:A-:B-
MF062089	F-	A-	B-	F-:A-:B-
MF062090	F-	A-	B-	F-:A-:B-
MF062091	F-	A-	B-	F-:A-:B-
MF062092	F-	A-	B-	F-:A-:B-
MF062093	F-	A-	B-	F-:A-:B-
MF062094	F-	A-	B-	F-:A-:B-
MF062700	F-	A-	B-	F-:A-:B-
MF072961	F-	A-	B-	F-:A-:B-
MF072962	F-	A-	B-	F-:A-:B-
MF072963	F-	A-	B-	F-:A-:B-
MF072964	F-	A-	B-	F-:A-:B-
MF072965	F-	A-	B-	F-:A-:B-
MF078004	F-	A-	B-	F-:A-:B-
MF078634	F-	A-	B-	F-:A-:B-
MF078635	F-	A-	B-	F-:A-:B-
MF083142	F-	A-	B-	F-:A-:B-
MF093645	F-	A-	B-	F-:A-:B-
MF101921	F-	A-	B-	F-:A-:B-
MF133442	F-	A-	B-	F-:A-:B-
MF133496	F-	A-	B-	F-:A-:B-
MF135534	F-	A-	B-	F-:A-:B-
MF135535	F-	A-	B-	F-:A-:B-
MF135536	F-	A-	B-	F-:A-:B-
MF136769	F-	A-	B-	F-:A-:B-
MF136778	F-	A-	B-	F-:A-:B-
MF136779	F-	A-	B-	F-:A-:B-
MF141039	F-	A-	B-	F-:A-:B-
MF144193	F-	A-	B-	F-:A-:B-
MF144194	F-	A-	B-	F-:A-:B-
MF150117	F-	A-	B-	F-:A-:B-
MF150118	F-	A-	B-	F-:A-:B-
MF150119	F-	A-	B-	F-:A-:B-
MF150120	F-	A-	B-	F-:A-:B-
MF150121	F-	A-	B-	F-:A-:B-
MF150122	F-	A-	B-	F-:A-:B-
MF150123	F-	A-	B-	F-:A-:B-
MF150124	F-	A-	B-	F-:A-:B-
MF150536	F-	A-	B-	F-:A-:B-
MF150537	F-	A-	B-	F-:A-:B-
MF152729	F-	A-	B-	F-:A-:B-
MF156266	F-	A-	B-	F-:A-:B-
MF156267	F-	A-	B-	F-:A-:B-
MF156268	F-	A-	B-	F-:A-:B-
MF156695	F-	A-	B-	F-:A-:B-
MF156709	F-	A-	B-	F-:A-:B-
MF156710	F-	A-	B-	F-:A-:B-
MF156711	F-	A-	B-	F-:A-:B-
MF156712	F-	A-	B-	F-:A-:B-
MF157411	F-	A-	B-	F-:A-:B-
MF168945	F-	A-	B-	F-:A-:B-
MF174859	F-	A-	B-	F-:A-:B-
MF175184	F-	A-	B-	F-:A-:B-
MF175185	F-	A-	B-	F-:A-:B-
MF175186	F-	A-	B-	F-:A-:B-
MF175187	F-	A-	B-	F-:A-:B-
MF175188	F-	A-	B-	F-:A-:B-
MF175189	F-	A-	B-	F-:A-:B-
MF175190	F-	A-	B-	F-:A-:B-
MF175191	F-	A-	B-	F-:A-:B-
MF190368	F-	A-	B-	F-:A-:B-
MF190369	F-	A-	B-	F-:A-:B-
MF191707	F-	A-	B-	F-:A-:B-
MF344555	F-	A-	B-	F-:A-:B-
MF344556	F-	A-	B-	F-:A-:B-
MF344557	F-	A-	B-	F-:A-:B-
MF344558	F-	A-	B-	F-:A-:B-
MF344559	F-	A-	B-	F-:A-:B-
MF344560	F-	A-	B-	F-:A-:B-
MF344561	F-	A-	B-	F-:A-:B-
MF344562	F-	A-	B-	F-:A-:B-
MF344563	F-	A-	B-	F-:A-:B-
MF344564	F-	A-	B-	F-:A-:B-
MF344565	F-	A-	B-	F-:A-:B-
MF344566	F-	A-	B-	F-:A-:B-
MF344567	F-	A-	B-	F-:A-:B-
MF344570	F-	A-	B-	F-:A-:B-
MF344571	F-	A-	B-	F-:A-:B-
MF344572	F-	A-	B-	F-:A-:B-
MF344573	F-	A-	B-	F-:A-:B-
MF344574	F-	A-	B-	F-:A-:B-
MF344575	F-	A-	B-	F-:A-:B-
MF344576	F-	A-	B-	F-:A-:B-
MF344577	F-	A-	B-	F-:A-:B-
MF344578	F-	A-	B-	F-:A-:B-
MF344579	F-	A-	B-	F-:A-:B-
MF344580	F-	A-	B-	F-:A-:B-
MF344581	F-	A-	B-	F-:A-:B-
MF344582	F-	A-	B-	F-:A-:B-
MF344583	F-	A-	B-	F-:A-:B-
MF370188	F-	A-	B-	F-:A-:B-
MF370216	F-	A2	B-	F-:A2:B-
MF381175	F-	A-	B-	F-:A-:B-
MF381176	F-	A-	B-	F-:A-:B-
MF383377	F-	A-	B-	F-:A-:B-
MF398271	F-	A-	B-	F-:A-:B-
MF399199	F-	A-	B-	F-:A-:B-
MF415608	F-	A-	B-	F-:A-:B-
MF422120	F-	A-	B-	F-:A-:B-
MF428416	F-	A-	B-	F-:A-:B-
MF437313	F-	A-	B-	F-:A-:B-
MF445422	F-	A-	B-	F-:A-:B-
MF449287	F-	A-	B-	F-:A-:B-
MF458176	F-	A-	B-	F-:A-:B-
MF477836	F-	A-	B-	F-:A-:B-
MF489760	F-	A-	B-	F-:A-:B-
MF495477	F-	A-	B-	F-:A-:B-
MF495478	F-	A-	B-	F-:A-:B-
MF497432	F-	A-	B-	F-:A-:B-
MF497780	F-	A-	B-	F-:A-:B-
MF497781	F-	A-	B-	F-:A-:B-
MF497782	F-	A-	B-	F-:A-:B-
MF503687	F-	A-	B-	F-:A-:B-
MF503688	F-	A-	B-	F-:A-:B-
MF503689	F-	A-	B-	F-:A-:B-
MF510423	F-	A-	B-	F-:A-:B-
MF510424	F-	A-	B-	F-:A-:B-
MF510496	F-	A-	B-	F-:A-:B-
MF511177	F-	A-	B-	F-:A-:B-
MF521836	F-	A-	B-	F-:A-:B-
MF543358	F-	A-	B-	F-:A-:B-
MF543359	F-	A-	B-	F-:A-:B-
MF547507	F-	A-	B-	F-:A-:B-
MF547508	F-	A-	B-	F-:A-:B-
MF547509	F-	A-	B-	F-:A-:B-
MF547510	F-	A-	B-	F-:A-:B-
MF547511	F-	A-	B-	F-:A-:B-
MF547664	F-	A-	B-	F-:A-:B-
MF554637	F-	A-	B-	F-:A-:B-
MF554638	F-	A-	B-	F-:A-:B-
MF554639	F-	A-	B-	F-:A-:B-
MF554640	F-	A-	B-	F-:A-:B-
MF554642	F-	A-	B-	F-:A-:B-
MF564290	F-	A-	B-	F-:A-:B-
MF564291	F-	A-	B-	F-:A-:B-
MF580438	F-	A-	B-	F-:A-:B-
MF582638	F-	A-	B-	F-:A-:B-
MF590088	F-	A-	B-	F-:A-:B-
MF600313	F-	A-	B-	F-:A-:B-
MF621616	F-	A-	B-	F-:A-:B-
MF621617	F-	A-	B-	F-:A-:B-
MF621618	F-	A-	B-	F-:A-:B-
MF622050	F-	A-	B-	F-:A-:B-
MF627444	F-	A-	B-	F-:A-:B-
MF627445	F-	A-	B-	F-:A-:B-
MF678350	F-	A-	B-	F-:A-:B-
MF678351	F-	A-	B-	F-:A-:B-
MF678833	F-	A-	B-	F-:A-:B-
MF679143	F-	A-	B-	F-:A-:B-
MF679144	F-	A-	B-	F-:A-:B-
MF679145	F-	A-	B-	F-:A-:B-
MF684783	F-	A-	B-	F-:A-:B-
MF693349	F-	A-	B-	F-:A-:B-
MF706324	F-	A-	B-	F-:A-:B-
MF766019	F-	A-	B-	F-:A-:B-
MF768471	F-	A-	B-	F-:A-:B-
MF770238	F-	A-	B-	F-:A-:B-
MF770239	F-	A-	B-	F-:A-:B-
MF770240	F-	A-	B-	F-:A-:B-
MF770241	F-	A-	B-	F-:A-:B-
MF770242	F-	A-	B-	F-:A-:B-
MF774182	F-	A-	B-	F-:A-:B-
MF774184	F-	A-	B-	F-:A-:B-
MF774188	F-	A-	B-	F-:A-:B-
MF774791	F-	A-	B-	F-:A-:B-
MF788071	F-	A-	B-	F-:A-:B-
MF807212	F-	A-	B-	F-:A-:B-
MF807213	F-	A-	B-	F-:A-:B-
MF807214	F-	A-	B-	F-:A-:B-
MF925335	F-	A-	B-	F-:A-:B-
MF925336	F-	A-	B-	F-:A-:B-
MF925337	F-	A-	B-	F-:A-:B-
MF925338	F-	A-	B-	F-:A-:B-
MF943217	F-	A-	B-	F-:A-:B-
MF951102	F-	A-	B-	F-:A-:B-
MF953243	F-	A-	B-	F-:A-:B-
MF974398	F-	A-	B-	F-:A-:B-
MF978387	F-	A-	B-	F-:A-:B-
MF978388	F-	A-	B-	F-:A-:B-
MF978389	F-	A-	B-	F-:A-:B-
MF990207	F-	A-	B-	F-:A-:B-
MF993441	F-	A-	B-	F-:A-:B-
MF993442	F-	A-	B-	F-:A-:B-
MF996509	F-	A-	B-	F-:A-:B-
MF996510	F-	A-	B-	F-:A-:B-
MF996511	F-	A-	B-	F-:A-:B-
MG014721	F-	A-	B-	F-:A-:B-
MG019959	F-	A-	B-	F-:A-:B-
MG019960	F-	A-	B-	F-:A-:B-
MG019961	F-	A-	B-	F-:A-:B-
MG019962	F-	A-	B-	F-:A-:B-
MG049738	F-	A-	B-	F-:A-:B-
MG053108	F-	A-	B-	F-:A-:B-
MG053312	F-	A-	B-	F-:A-:B-
MG053313	F-	A-	B-	F-:A-:B-
MG100202	F-	A-	B-	F-:A-:B-
MG100203	F-	A-	B-	F-:A-:B-
MG196293	F-	A-	B-	F-:A-:B-
MG196294	F-	A-	B-	F-:A-:B-
MG205641	F-	A-	B-	F-:A-:B-
MG205642	F-	A-	B-	F-:A-:B-
MG205643	F-	A-	B-	F-:A-:B-
MG210937	F-	A-	B-	F-:A-:B-
MG210938	F-	A-	B-	F-:A-:B-
MG210939	F-	A-	B-	F-:A-:B-
MG210940	F-	A-	B-	F-:A-:B-
MG212496	F-	A-	B-	F-:A-:B-
MG212497	F-	A-	B-	F-:A-:B-
MG212498	F-	A-	B-	F-:A-:B-
MG212499	F-	A-	B-	F-:A-:B-
MG228426	F-	A-	B-	F-:A-:B-
MG228427	F-	A-	B-	F-:A-:B-
MG252891	F-	A-	B-	F-:A-:B-
MG252892	F-	A-	B-	F-:A-:B-
MG252893	F-	A-	B-	F-:A-:B-
MG252894	F-	A-	B-	F-:A-:B-
MG252895	F-	A-	B-	F-:A-:B-
MG257881	F-	A-	B-	F-:A-:B-
MG266000	F-	A-	B-	F-:A-:B-
MG267386	F-	A-	B-	F-:A-:B-
MG271839	F-	A-	B-	F-:A-:B-
MG288677	F-	A-	B-	F-:A-:B-
MG288678	F-	A-	B-	F-:A-:B-
MG288680	F-	A-	B-	F-:A-:B-
MG288682	F-	A-	B-	F-:A-:B-
MG288684	F-	A-	B-	F-:A-:B-
MG299127	F-	A-	B-	F-:A-:B-
MG299128	F-	A-	B-	F-:A-:B-
MG299129	F-	A-	B-	F-:A-:B-
MG299130	F-	A-	B-	F-:A-:B-
MG299131	F-	A-	B-	F-:A-:B-
MG299132	F-	A-	B-	F-:A-:B-
MG299133	F-	A-	B-	F-:A-:B-
MG299134	F-	A-	B-	F-:A-:B-
MG299135	F-	A-	B-	F-:A-:B-
MG299136	F-	A-	B-	F-:A-:B-
MG299137	F-	A-	B-	F-:A-:B-
MG299138	F-	A-	B-	F-:A-:B-
MG299139	F-	A-	B-	F-:A-:B-
MG299140	F-	A-	B-	F-:A-:B-
MG299141	F-	A-	B-	F-:A-:B-
MG299142	F-	A-	B-	F-:A-:B-
MG299143	F-	A-	B-	F-:A-:B-
MG299144	F-	A-	B-	F-:A-:B-
MG299145	F-	A-	B-	F-:A-:B-
MG299146	F-	A-	B-	F-:A-:B-
MG299147	F-	A-	B-	F-:A-:B-
MG299148	F-	A-	B-	F-:A-:B-
MG299149	F-	A-	B-	F-:A-:B-
MG299150	F-	A-	B-	F-:A-:B-
MG299151	F-	A-	B-	F-:A-:B-
MG299152	F-	A-	B-	F-:A-:B-
MG299153	F-	A-	B-	F-:A-:B-
MG372114	F-	A-	B-	F-:A-:B-
MG387191	F-	A-	B-	F-:A-:B-
MG450360	F-	A-	B-	F-:A-:B-
MG456577	F-	A-	B-	F-:A-:B-
MG489944	F-	A-	B-	F-:A-:B-
MG515249	F-	A-	B-	F-:A-:B-
MG516907	F-	A-	B-	F-:A-:B-
MG516908	F-	A-	B-	F-:A-:B-
MG516910	F-	A-	B-	F-:A-:B-
MG516911	F-	A-	B-	F-:A-:B-
MG516912	F-	A-	B-	F-:A-:B-
MG520098	F-	A-	B-	F-:A-:B-
MG545909	F-	A-	B-	F-:A-:B-
MG545910	F-	A-	B-	F-:A-:B-
MG545911	F-	A-	B-	F-:A-:B-
MG550958	F-	A-	B-	F-:A-:B-
MG552133	F-	A-	B-	F-:A-:B-
MG557851	F-	A-	B-	F-:A-:B-
MG557852	F-	A-	B-	F-:A-:B-
MG557853	F-	A-	B-	F-:A-:B-
MG557854	F-	A-	B-	F-:A-:B-
MG557994	F-	A-	B-	F-:A-:B-
MG557995	F-	A-	B-	F-:A-:B-
MG557996	F-	A-	B-	F-:A-:B-
MG557997	F-	A-	B-	F-:A-:B-
MG557998	F-	A-	B-	F-:A-:B-
MG557999	F-	A-	B-	F-:A-:B-
MG558000	F-	A-	B-	F-:A-:B-
MG569891	F-	A-	B-	F-:A-:B-
MG570092	F-	A-	B-	F-:A-:B-
MG587003	F-	A-	B-	F-:A-:B-
MG587004	F-	A-	B-	F-:A-:B-
MG591698	F-	A-	B-	F-:A-:B-
MG591702	F-	A-	B-	F-:A-:B-
MG591703	F-	A-	B-	F-:A-:B-
MG594798	F-	A-	B-	F-:A-:B-
MG594799	F-	A-	B-	F-:A-:B-
MG594800	F-	A-	B-	F-:A-:B-
MG598814	F-	A-	B-	F-:A-:B-
MG598815	F-	A-	B-	F-:A-:B-
MG598816	F-	A-	B-	F-:A-:B-
MG601057	F-	A-	B-	F-:A-:B-
MG640601	F-	A-	B-	F-:A-:B-
MG649063	F-	A-	B-	F-:A-:B-
MG649064	F-	A-	B-	F-:A-:B-
MG649065	F-	A-	B-	F-:A-:B-
MG651603	F-	A-	B-	F-:A-:B-
MG662415	F-	A-	B-	F-:A-:B-
MG674581	F-	A-	B-	F-:A-:B-
MG674582	F-	A-	B-	F-:A-:B-
MG702491	F-	A-	B-	F-:A-:B-
MG710483	F-	A-	B-	F-:A-:B-
MG710485	F-	A-	B-	F-:A-:B-
MG725031	F-	A-	B-	F-:A-:B-
MG747472	F-	A-	B-	F-:A-:B-
MG764534	F-	A-	B-	F-:A-:B-
MG764547	F-	A-	B-	F-:A-:B-
MG764549	F-	A13	B-	F-:A13:B-
