name	pMLST_scheme	Sequence_type	Nearest_ST
KP205272	pbssb1-family	None	
LT591913	pbssb1-family	None	
CP014562	pbssb1-family	None	
KY000037	pbssb1-family	None	
KC291147	pbssb1-family	None	
NC_018983	pbssb1-family	None	
NC_017766	pbssb1-family	None	
CP001444	pbssb1-family	None	
CP016946	pbssb1-family	None	
HQ173810	pbssb1-family	None	
CP031138	pbssb1-family	None	
CP043023	pbssb1-family	None	
CP002594	pbssb1-family	None	
NC_002473	pbssb1-family	None	
CP025502	pbssb1-family	None	
NC_003969	pbssb1-family	None	
MF136769	pbssb1-family	None	
FR856859	pbssb1-family	None	
EU255257	pbssb1-family	None	
NC_013289	pbssb1-family	None	
KF697252	pbssb1-family	None	
CP016506	pbssb1-family	None	
MH785235	pbssb1-family	None	
CP024831	pbssb1-family	None	
CP013266	pbssb1-family	None	
NC_017425	pbssb1-family	None	
LT960615	pbssb1-family	None	
CP044654	pbssb1-family	None	
CP012101	pbssb1-family	None	
KU051708	pbssb1-family	None	
KX009059	pbssb1-family	None	
NC_013718	pbssb1-family	None	
CP021139	pbssb1-family	None	
CP039590	pbssb1-family	None	
CP003370	pbssb1-family	None	
NC_003101	pbssb1-family	None	
CP042555	pbssb1-family	None	
LT960786	pbssb1-family	None	
CP000836	pbssb1-family	None	
CP033770	pbssb1-family	None	
CP020471	pbssb1-family	None	
HE717024	pbssb1-family	None	
NC_005570	pbssb1-family	None	
MK412920	pbssb1-family	None	
NC_022875	pbssb1-family	None	
AF295336	pbssb1-family	None	
CP001639	pbssb1-family	None	
CP028847	pbssb1-family	None	
CP029385	pbssb1-family	None	
CP013981	pbssb1-family	None	
CP031106	pbssb1-family	None	
CP009540	pbssb1-family	None	
CP019023	pbssb1-family	None	
NC_001393	pbssb1-family	None	
CP034189	pbssb1-family	None	
CP041583	pbssb1-family	None	
CP029101	pbssb1-family	None	
NC_021904	pbssb1-family	None	
NC_004808	pbssb1-family	None	
NC_016034	pbssb1-family	None	
CP035345	pbssb1-family	None	
NC_010733	pbssb1-family	None	
FR687361	pbssb1-family	None	
CP024863	pbssb1-family	None	
NC_003277	pbssb1-family	None	
CP030232	pbssb1-family	None	
CP009606	pbssb1-family	None	
CP017387	pbssb1-family	None	
CP016866	pbssb1-family	None	
NC_020289	pbssb1-family	None	
CP007609	pbssb1-family	None	
NC_004952	pbssb1-family	None	
CP001308	pbssb1-family	None	
CP031579	pbssb1-family	None	
CP017473	pbssb1-family	None	
NC_014368	pbssb1-family	None	
CP038146	pbssb1-family	None	
JN106353	pbssb1-family	None	
NC_017226	pbssb1-family	None	
NC_023322	pbssb1-family	None	
KC734561	pbssb1-family	None	
CP018834	pbssb1-family	None	
CP033766	pbssb1-family	None	
CP034585	pbssb1-family	None	
KU043116	pbssb1-family	None	
CP015628	pbssb1-family	None	
CP018936	pbssb1-family	None	
KM583814	pbssb1-family	None	
NC_019289	pbssb1-family	None	
CP018646	pbssb1-family	None	
CP015620	pbssb1-family	None	
HE613570	pbssb1-family	None	
KU963389	pbssb1-family	None	
NC_020811	pbssb1-family	None	
CP022661	pbssb1-family	None	
CP030199	pbssb1-family	None	
CP021437	pbssb1-family	None	
KC540630	pbssb1-family	None	
CP009035	pbssb1-family	None	
CP042579	pbssb1-family	None	
CP025758	pbssb1-family	None	
CP042604	pbssb1-family	None	
CP040895	pbssb1-family	None	
LC506719	pbssb1-family	None	
CP024828	pbssb1-family	None	
NC_020554	pbssb1-family	None	
CP034746	pbssb1-family	None	
CP032273	pbssb1-family	None	
CP009405	pbssb1-family	None	
CP026189	pbssb1-family	None	
CP039379	pbssb1-family	None	
CP025687	pbssb1-family	None	
CP029168	pbssb1-family	None	
NC_011151	pbssb1-family	None	
HQ834473	pbssb1-family	None	
CP029819	pbssb1-family	None	
MN101853	pbssb1-family	None	
KF889012	pbssb1-family	None	
NC_007900	pbssb1-family	None	
MF344555	pbssb1-family	None	
CP031570	pbssb1-family	None	
AF348706	pbssb1-family	None	
CP021856	pbssb1-family	None	
CP024924	pbssb1-family	None	
AE015926	pbssb1-family	None	
CP044635	pbssb1-family	None	
AP018275	pbssb1-family	None	
CP000654	pbssb1-family	None	
CP035470	pbssb1-family	None	
AP008935	pbssb1-family	None	
CP027499	pbssb1-family	None	
NC_010000	pbssb1-family	None	
NC_002102	pbssb1-family	None	
AP010961	pbssb1-family	None	
AM990993	pbssb1-family	None	
CP027049	pbssb1-family	None	
AP000342	pbssb1-family	None	
LN832560	pbssb1-family	None	
CP026855	pbssb1-family	None	
AF015088	pbssb1-family	None	
LS998787	pbssb1-family	None	
CP027054	pbssb1-family	None	
CP036547	pbssb1-family	None	
CP036961	pbssb1-family	None	
MG100203	pbssb1-family	None	
CP035463	pbssb1-family	None	
NC_013776	pbssb1-family	None	
CP045662	pbssb1-family	None	
CP016413	pbssb1-family	None	
CP014208	pbssb1-family	None	
KU932033	pbssb1-family	None	
CP015440	pbssb1-family	None	
LN555524	pbssb1-family	None	
AM711866	pbssb1-family	None	
CP002851	pbssb1-family	None	
AY092027	pbssb1-family	None	
MF925338	pbssb1-family	None	
LR134452	pbssb1-family	None	
CP021881	pbssb1-family	None	
AB016260	pbssb1-family	None	
AF416331	pbssb1-family	None	
CP016686	pbssb1-family	None	
CP017633	pbssb1-family	None	
NC_011754	pbssb1-family	None	
JX486126	pbssb1-family	None	
NC_009140	pbssb1-family	None	
CP027202	pbssb1-family	None	
NC_001379	pbssb1-family	None	
CP013122	pbssb1-family	None	
CP032625	pbssb1-family	None	
CP027606	pbssb1-family	None	
AF538868	pbssb1-family	None	
CP012274	pbssb1-family	None	
CP003812	pbssb1-family	None	
CP016272	pbssb1-family	None	
CP019076	pbssb1-family	None	
KY652381	pbssb1-family	None	
CP011457	pbssb1-family	None	
CP029835	pbssb1-family	None	
CP029968	pbssb1-family	None	
JN985534	pbssb1-family	None	
CP004074	pbssb1-family	None	
FN429026	pbssb1-family	None	
NC_020948	pbssb1-family	None	
AP017612	pbssb1-family	None	
NC_019107	pbssb1-family	None	
JN315884	pbssb1-family	None	
CP006800	pbssb1-family	None	
AP018825	pbssb1-family	None	
CP029228	pbssb1-family	None	
CP043190	pbssb1-family	None	
CP003044	pbssb1-family	None	
CP036309	pbssb1-family	None	
CP002944	pbssb1-family	None	
CP040088	pbssb1-family	None	
CP028728	pbssb1-family	None	
LT985318	pbssb1-family	None	
CP041254	pbssb1-family	None	
AE000791	pbssb1-family	None	
HG796317	pbssb1-family	None	
CP036437	pbssb1-family	None	
CP044805	pbssb1-family	None	
KT988306	pbssb1-family	None	
CP000649	pbssb1-family	None	
CP017011	pbssb1-family	None	
CP032845	pbssb1-family	None	
NC_015459	pbssb1-family	None	
HE610900	pbssb1-family	None	
NC_022876	pbssb1-family	None	
LT599052	pbssb1-family	None	
CP002146	pbssb1-family	None	
CP026726	pbssb1-family	None	
CP040723	pbssb1-family	None	
CP021188	pbssb1-family	None	
LT635659	pbssb1-family	None	
MG674581	pbssb1-family	None	
AE015932	pbssb1-family	None	
CP016850	pbssb1-family	None	
CP001006	pbssb1-family	None	
CP044988	pbssb1-family	None	
AP007211	pbssb1-family	None	
AF244084	pbssb1-family	None	
CP014446	pbssb1-family	None	
CP016582	pbssb1-family	None	
CP011123	pbssb1-family	None	
CP016532	pbssb1-family	None	
AF386526	pbssb1-family	None	
NC_006877	pbssb1-family	None	
HE579064	pbssb1-family	None	
CP002837	pbssb1-family	None	
MH785251	pbssb1-family	None	
CP004058	pbssb1-family	None	
CP010210	pbssb1-family	None	
FR871758	pbssb1-family	None	
CP030521	pbssb1-family	None	
JN420336	pbssb1-family	None	
NC_017032	pbssb1-family	None	
CP017139	pbssb1-family	None	
CP041018	pbssb1-family	None	
CP003692	pbssb1-family	None	
NC_015665	pbssb1-family	None	
CP023646	pbssb1-family	None	
AY673959	pbssb1-family	None	
AP011165	pbssb1-family	None	
CP016185	pbssb1-family	None	
MH349095	pbssb1-family	None	
NC_006365	pbssb1-family	None	
CP017764	pbssb1-family	None	
CP032181	pbssb1-family	None	
CP042979	pbssb1-family	None	
CP022211	pbssb1-family	None	
MH785253	pbssb1-family	None	
NC_011783	pbssb1-family	None	
KM521837	pbssb1-family	None	
CP002023	pbssb1-family	None	
CP025247	pbssb1-family	None	
CP012627	pbssb1-family	None	
CP009597	pbssb1-family	None	
KF697251	pbssb1-family	None	
NC_008567	pbssb1-family	None	
NC_004965	pbssb1-family	None	
NC_019137	pbssb1-family	None	
CP024150	pbssb1-family	None	
CP040249	pbssb1-family	None	
KY595966	pbssb1-family	None	
NC_009343	pbssb1-family	None	
CP014925	pbssb1-family	None	
CP002256	pbssb1-family	None	
CP017134	pbssb1-family	None	
CP036188	pbssb1-family	None	
KJ958926	pbssb1-family	None	
AF282884	pbssb1-family	None	
CP041884	pbssb1-family	None	
CP032224	pbssb1-family	None	
CP031172	pbssb1-family	None	
KT754161	pbssb1-family	None	
CP011316	pbssb1-family	None	
CP004874	pbssb1-family	None	
CP018172	pbssb1-family	None	
AP012165	pbssb1-family	None	
CP042439	pbssb1-family	None	
KY865322	pbssb1-family	None	
CP028567	pbssb1-family	None	
CP028798	pbssb1-family	None	
AB436615	pbssb1-family	None	
CP044099	pbssb1-family	None	
CP005989	pbssb1-family	None	
KF440690	pbssb1-family	None	
CP002942	pbssb1-family	None	
AF024666	pbssb1-family	None	
CP036780	pbssb1-family	None	
NC_010724	pbssb1-family	None	
U73041	pbssb1-family	None	
HG796350	pbssb1-family	None	
CP032836	pbssb1-family	None	
CP031766	pbssb1-family	None	
CP026724	pbssb1-family	None	
NC_019732	pbssb1-family	None	
NC_013958	pbssb1-family	None	
LT985304	pbssb1-family	None	
CP000641	pbssb1-family	None	
NC_020052	pbssb1-family	None	
CP018674	pbssb1-family	None	
LT575492	pbssb1-family	None	
NC_009650	pbssb1-family	None	
KU295133	pbssb1-family	None	
CP024153	pbssb1-family	None	
NC_020279	pbssb1-family	None	
CP042570	pbssb1-family	None	
KP987216	pbssb1-family	None	
CP006743	pbssb1-family	None	
NC_001670	pbssb1-family	None	
CP030649	pbssb1-family	None	
CP019017	pbssb1-family	None	
KC845573	pbssb1-family	None	
LN824134	pbssb1-family	None	
CP019956	pbssb1-family	None	
CP015205	pbssb1-family	None	
NC_014619	pbssb1-family	None	
CP014764	pbssb1-family	None	
NC_023911	pbssb1-family	None	
CP040180	pbssb1-family	None	
CP003964	pbssb1-family	None	
AP018210	pbssb1-family	None	
CP028601	pbssb1-family	None	
CP041528	pbssb1-family	None	
CP009665	pbssb1-family	None	
CP015823	pbssb1-family	None	
CP037222	pbssb1-family	None	
CP019577	pbssb1-family	None	
CP025884	pbssb1-family	None	
CP016939	pbssb1-family	None	
CP020546	pbssb1-family	None	
CP006813	pbssb1-family	None	
CP034829	pbssb1-family	None	
KF559314	pbssb1-family	None	
GQ374156	pbssb1-family	None	
CP031205	pbssb1-family	None	
GQ149348	pbssb1-family	None	
CP019647	pbssb1-family	None	
LR721752	pbssb1-family	None	
CP014917	pbssb1-family	None	
CP031272	pbssb1-family	None	
CP012427	pbssb1-family	None	
CP020527	pbssb1-family	None	
CP029947	pbssb1-family	None	
CP012683	pbssb1-family	None	
AP018445	pbssb1-family	None	
NC_019990	pbssb1-family	None	
CP002035	pbssb1-family	None	
JX863070	pbssb1-family	None	
CP030133	pbssb1-family	None	
CP034582	pbssb1-family	None	
CP045764	pbssb1-family	None	
CP008939	pbssb1-family	None	
CP010093	pbssb1-family	None	
FJ865444	pbssb1-family	None	
CP044960	pbssb1-family	None	
CP026181	pbssb1-family	None	
NC_012692	pbssb1-family	None	
NC_006297	pbssb1-family	None	
CP027609	pbssb1-family	None	
CP033964	pbssb1-family	None	
CP037065	pbssb1-family	None	
CP018742	pbssb1-family	None	
CP035017	pbssb1-family	None	
KP345882	pbssb1-family	None	
CP003277	pbssb1-family	None	
CP039580	pbssb1-family	None	
KC340960	pbssb1-family	None	
CP011166	pbssb1-family	None	
CP017427	pbssb1-family	None	
CP000257	pbssb1-family	None	
LN846933	pbssb1-family	None	
CP017701	pbssb1-family	None	
MH263653	pbssb1-family	None	
CP034056	pbssb1-family	None	
MG228427	pbssb1-family	None	
CP016800	pbssb1-family	None	
FM865438	pbssb1-family	None	
CP002477	pbssb1-family	None	
CP003459	pbssb1-family	None	
CP027233	pbssb1-family	None	
CP044808	pbssb1-family	None	
CP017683	pbssb1-family	None	
NC_012239	pbssb1-family	None	
KX009021	pbssb1-family	None	
CP020576	pbssb1-family	None	
KR822247	pbssb1-family	None	
CP021084	pbssb1-family	None	
CP029050	pbssb1-family	None	
NC_008042	pbssb1-family	None	
NC_015603	pbssb1-family	None	
KY748188	pbssb1-family	None	
CP014373	pbssb1-family	None	
LR025095	pbssb1-family	None	
CP022064	pbssb1-family	None	
CP044273	pbssb1-family	None	
NC_011786	pbssb1-family	None	
KT965092	pbssb1-family	None	
EU362918	pbssb1-family	None	
CP009023	pbssb1-family	None	
CP019257	pbssb1-family	None	
NC_013381	pbssb1-family	None	
CP022192	pbssb1-family	None	
LR134466	pbssb1-family	None	
CP011619	pbssb1-family	None	
MF344563	pbssb1-family	None	
CP028875	pbssb1-family	None	
CP041114	pbssb1-family	None	
CP006969	pbssb1-family	None	
CP002646	pbssb1-family	None	
KJ776585	pbssb1-family	None	
CP015746	pbssb1-family	None	
M38574	pbssb1-family	None	
CP019247	pbssb1-family	None	
CP031173	pbssb1-family	None	
CP012891	pbssb1-family	None	
JQ901381	pbssb1-family	None	
CP018436	pbssb1-family	None	
CP039996	pbssb1-family	None	
CP001756	pbssb1-family	None	
CP013946	pbssb1-family	None	
CP018129	pbssb1-family	None	
NC_010372	pbssb1-family	None	
NC_010909	pbssb1-family	None	
KP791968	pbssb1-family	None	
NC_012149	pbssb1-family	None	
CP008847	pbssb1-family	None	
MH061196	pbssb1-family	None	
CP009979	pbssb1-family	None	
CP021154	pbssb1-family	None	
KF976405	pbssb1-family	None	
DQ995352	pbssb1-family	None	
CP045055	pbssb1-family	None	
LT984690	pbssb1-family	None	
CP003250	pbssb1-family	None	
NC_020513	pbssb1-family	None	
CP044199	pbssb1-family	None	
KM576795	pbssb1-family	None	
CP029339	pbssb1-family	None	
CP001546	pbssb1-family	None	
AB539725	pbssb1-family	None	
CP012567	pbssb1-family	None	
CP026419	pbssb1-family	None	
CP017893	pbssb1-family	None	
NC_002088	pbssb1-family	None	
KX434885	pbssb1-family	None	
KY270851	pbssb1-family	None	
CP034396	pbssb1-family	None	
CP035558	pbssb1-family	None	
CP018225	pbssb1-family	None	
NC_019992	pbssb1-family	None	
NC_019438	pbssb1-family	None	
CP001423	pbssb1-family	None	
CP037238	pbssb1-family	None	
CP019049	pbssb1-family	None	
JX023543	pbssb1-family	None	
CP023372	pbssb1-family	None	
MF344571	pbssb1-family	None	
NC_014756	pbssb1-family	None	
CP028587	pbssb1-family	None	
CP009843	pbssb1-family	None	
CP016892	pbssb1-family	None	
CP018740	pbssb1-family	None	
NC_018960	pbssb1-family	None	
KX353852	pbssb1-family	None	
CP025695	pbssb1-family	None	
LT985293	pbssb1-family	None	
CP025876	pbssb1-family	None	
CP014809	pbssb1-family	None	
NC_023027	pbssb1-family	None	
CP022035	pbssb1-family	None	
CP001543	pbssb1-family	None	
CP015361	pbssb1-family	None	
CP012531	pbssb1-family	None	
CP001747	pbssb1-family	None	
CP015858	pbssb1-family	None	
CP023145	pbssb1-family	None	
CP010753	pbssb1-family	None	
CP002289	pbssb1-family	None	
NC_011838	pbssb1-family	None	
CP033948	pbssb1-family	None	
LT838198	pbssb1-family	None	
KU932021	pbssb1-family	None	
NC_019244	pbssb1-family	None	
NC_013034	pbssb1-family	None	
KJ653815	pbssb1-family	None	
NC_011875	pbssb1-family	None	
CP045330	pbssb1-family	None	
CP021052	pbssb1-family	None	
MG557851	pbssb1-family	None	
CP018667	pbssb1-family	None	
KM198330	pbssb1-family	None	
CP041449	pbssb1-family	None	
NC_007190	pbssb1-family	None	
MN101857	pbssb1-family	None	
CP023979	pbssb1-family	None	
JN106164	pbssb1-family	None	
KF551948	pbssb1-family	None	
CP019898	pbssb1-family	None	
CP003505	pbssb1-family	None	
CP023188	pbssb1-family	None	
CP035505	pbssb1-family	None	
CP033026	pbssb1-family	None	
CP019316	pbssb1-family	None	
NC_010553	pbssb1-family	None	
CP037273	pbssb1-family	None	
NC_013636	pbssb1-family	None	
CP013007	pbssb1-family	None	
CP040462	pbssb1-family	None	
CP009969	pbssb1-family	None	
CP025391	pbssb1-family	None	
NC_004973	pbssb1-family	None	
CP034079	pbssb1-family	None	
KM107838	pbssb1-family	None	
FO082061	pbssb1-family	None	
CP038606	pbssb1-family	None	
CP021837	pbssb1-family	None	
CP037076	pbssb1-family	None	
AB479508	pbssb1-family	None	
CP035387	pbssb1-family	None	
EF150947	pbssb1-family	None	
CP035513	pbssb1-family	None	
CP028725	pbssb1-family	None	
CP015340	pbssb1-family	None	
CP039490	pbssb1-family	None	
CP003951	pbssb1-family	None	
AL117211	pbssb1-family	None	
DQ227324	pbssb1-family	None	
CP003463	pbssb1-family	None	
GQ900393	pbssb1-family	None	
JQ418527	pbssb1-family	None	
CP002436	pbssb1-family	None	
MF135536	pbssb1-family	None	
CP020613	pbssb1-family	None	
KU932032	pbssb1-family	None	
CP045019	pbssb1-family	None	
CP044673	pbssb1-family	None	
CP012699	pbssb1-family	None	
CP010728	pbssb1-family	None	
NC_011730	pbssb1-family	None	
CP031923	pbssb1-family	None	
CP014217	pbssb1-family	None	
NC_016976	pbssb1-family	None	
AM931300	pbssb1-family	None	
CP029181	pbssb1-family	None	
CP045152	pbssb1-family	None	
LC075345	pbssb1-family	None	
NC_004924	pbssb1-family	None	
CP040742	pbssb1-family	None	
CP002662	pbssb1-family	None	
CP035177	pbssb1-family	None	
CP003028	pbssb1-family	None	
CP027327	pbssb1-family	None	
CP040743	pbssb1-family	None	
CP019018	pbssb1-family	None	
CP039608	pbssb1-family	None	
AP018285	pbssb1-family	None	
MH727565	pbssb1-family	None	
CP024012	pbssb1-family	None	
CP038506	pbssb1-family	None	
HF922624	pbssb1-family	None	
CP021021	pbssb1-family	None	
CP010808	pbssb1-family	None	
CP024566	pbssb1-family	None	
CP036196	pbssb1-family	None	
NC_020984	pbssb1-family	None	
AB018669	pbssb1-family	None	
CP014607	pbssb1-family	None	
CP039587	pbssb1-family	None	
CP045204	pbssb1-family	None	
CP015365	pbssb1-family	None	
CP041299	pbssb1-family	None	
CP035357	pbssb1-family	None	
NC_007968	pbssb1-family	None	
CP025755	pbssb1-family	None	
CP010613	pbssb1-family	None	
CP014788	pbssb1-family	None	
CP016516	pbssb1-family	None	
CP028467	pbssb1-family	None	
GQ900454	pbssb1-family	None	
CP001152	pbssb1-family	None	
CP045089	pbssb1-family	None	
CP037904	pbssb1-family	None	
NC_012158	pbssb1-family	None	
CP034863	pbssb1-family	None	
CP039643	pbssb1-family	None	
NC_019097	pbssb1-family	None	
MK360096	pbssb1-family	None	
NC_013193	pbssb1-family	None	
CP042549	pbssb1-family	None	
CP042835	pbssb1-family	None	
CP016578	pbssb1-family	None	
CP041177	pbssb1-family	None	
CP019643	pbssb1-family	None	
CP009837	pbssb1-family	None	
NC_012036	pbssb1-family	None	
AB713428	pbssb1-family	None	
NC_013543	pbssb1-family	None	
NC_019774	pbssb1-family	None	
CP033789	pbssb1-family	None	
CP021711	pbssb1-family	None	
NC_017488	pbssb1-family	None	
CP029047	pbssb1-family	None	
CP003971	pbssb1-family	None	
CP004352	pbssb1-family	None	
CP025441	pbssb1-family	None	
NC_018659	pbssb1-family	None	
NC_010290	pbssb1-family	None	
CP006814	pbssb1-family	None	
CP019002	pbssb1-family	None	
MH522715	pbssb1-family	None	
HQ696461	pbssb1-family	None	
AP018580	pbssb1-family	None	
CP044795	pbssb1-family	None	
CP024410	pbssb1-family	None	
CP014375	pbssb1-family	None	
KU997026	pbssb1-family	None	
KX434879	pbssb1-family	None	
CP020482	pbssb1-family	None	
AP019746	pbssb1-family	None	
NC_003456	pbssb1-family	None	
CP019072	pbssb1-family	None	
KX889311	pbssb1-family	None	
CP009254	pbssb1-family	None	
KJ493819	pbssb1-family	None	
LR134420	pbssb1-family	None	
JX847604	pbssb1-family	None	
CP015783	pbssb1-family	None	
CP010243	pbssb1-family	None	
CP023822	pbssb1-family	None	
CP008993	pbssb1-family	None	
CP003020	pbssb1-family	None	
CP014414	pbssb1-family	None	
CP012443	pbssb1-family	None	
CP027182	pbssb1-family	None	
HQ834472	pbssb1-family	None	
NC_010115	pbssb1-family	None	
CP001525	pbssb1-family	None	
CP010593	pbssb1-family	None	
CP011119	pbssb1-family	None	
CP012535	pbssb1-family	None	
DQ058601	pbssb1-family	None	
CP014927	pbssb1-family	None	
CP040377	pbssb1-family	None	
CP034390	pbssb1-family	None	
KY000066	pbssb1-family	None	
MF156708	pbssb1-family	None	
CP040731	pbssb1-family	None	
CP010891	pbssb1-family	None	
CP027120	pbssb1-family	None	
NC_009340	pbssb1-family	None	
CP009680	pbssb1-family	None	
CP002668	pbssb1-family	None	
CP020485	pbssb1-family	None	
CP027529	pbssb1-family	None	
MG878866	pbssb1-family	None	
AP019667	pbssb1-family	None	
CP001920	pbssb1-family	None	
CP017130	pbssb1-family	None	
AP017561	pbssb1-family	None	
CP011122	pbssb1-family	None	
CP030622	pbssb1-family	None	
CP027158	pbssb1-family	None	
CP003095	pbssb1-family	None	
NC_004758	pbssb1-family	None	
CP007144	pbssb1-family	None	
MH236906	pbssb1-family	None	
CP038171	pbssb1-family	None	
CP018769	pbssb1-family	None	
CP001653	pbssb1-family	None	
CP031139	pbssb1-family	None	
CP010205	pbssb1-family	None	
AF129811	pbssb1-family	None	
HG796412	pbssb1-family	None	
CP021910	pbssb1-family	None	
CP029720	pbssb1-family	None	
CP027066	pbssb1-family	None	
FN806791	pbssb1-family	None	
CP023450	pbssb1-family	None	
NC_017417	pbssb1-family	None	
CP001452	pbssb1-family	None	
CP024394	pbssb1-family	None	
AE001583	pbssb1-family	None	
NC_010914	pbssb1-family	None	
NC_010485	pbssb1-family	None	
CP042559	pbssb1-family	None	
NC_010844	pbssb1-family	None	
LN614829	pbssb1-family	None	
KU578032	pbssb1-family	None	
DQ390454	pbssb1-family	None	
CP004128	pbssb1-family	None	
CP011282	pbssb1-family	None	
KU302809	pbssb1-family	None	
NC_015570	pbssb1-family	None	
CP019182	pbssb1-family	None	
CP033232	pbssb1-family	None	
CP000006	pbssb1-family	None	
JN106168	pbssb1-family	None	
CP012934	pbssb1-family	None	
CP027261	pbssb1-family	None	
CP017246	pbssb1-family	None	
CP030671	pbssb1-family	None	
DQ787203	pbssb1-family	None	
AB450918	pbssb1-family	None	
CP008718	pbssb1-family	None	
CP023375	pbssb1-family	None	
KU892126	pbssb1-family	None	
CP002494	pbssb1-family	None	
CP029251	pbssb1-family	None	
CP016738	pbssb1-family	None	
CP036574	pbssb1-family	None	
CP007678	pbssb1-family	None	
CP002129	pbssb1-family	None	
CP036467	pbssb1-family	None	
CP003141	pbssb1-family	None	
CP016161	pbssb1-family	None	
CP021536	pbssb1-family	None	
AP018328	pbssb1-family	None	
NC_017661	pbssb1-family	None	
CP039161	pbssb1-family	None	
CP037278	pbssb1-family	None	
CP001118	pbssb1-family	None	
NC_017261	pbssb1-family	None	
CP040238	pbssb1-family	None	
MG587003	pbssb1-family	None	
NC_022437	pbssb1-family	None	
CP014625	pbssb1-family	None	
CP017854	pbssb1-family	None	
KT185451	pbssb1-family	None	
CP014802	pbssb1-family	None	
NC_022609	pbssb1-family	None	
CP013623	pbssb1-family	None	
NC_009700	pbssb1-family	None	
CP003080	pbssb1-family	None	
CP031521	pbssb1-family	None	
CP000054	pbssb1-family	None	
CP033834	pbssb1-family	None	
CP009713	pbssb1-family	None	
CP018366	pbssb1-family	None	
CP033957	pbssb1-family	None	
CP031510	pbssb1-family	None	
CP026190	pbssb1-family	None	
CP041582	pbssb1-family	None	
CP009357	pbssb1-family	None	
CP026706	pbssb1-family	None	
CP005981	pbssb1-family	None	
CP027416	pbssb1-family	None	
CP000983	pbssb1-family	None	
CP014818	pbssb1-family	None	
AP018723	pbssb1-family	None	
NC_006462	pbssb1-family	None	
JX101645	pbssb1-family	None	
AM039950	pbssb1-family	None	
NC_019320	pbssb1-family	None	
CP001318	pbssb1-family	None	
NC_016858	pbssb1-family	None	
CP023274	pbssb1-family	None	
CP012657	pbssb1-family	None	
AP020329	pbssb1-family	None	
CP012495	pbssb1-family	None	
CP029222	pbssb1-family	None	
NC_018994	pbssb1-family	None	
CP016947	pbssb1-family	None	
JQ319775	pbssb1-family	None	
CP028188	pbssb1-family	None	
MF489760	pbssb1-family	None	
EU999782	pbssb1-family	None	
CP010881	pbssb1-family	None	
CP019255	pbssb1-family	None	
KC170285	pbssb1-family	None	
CP016021	pbssb1-family	None	
FR667691	pbssb1-family	None	
NC_011526	pbssb1-family	None	
LN774771	pbssb1-family	None	
CP029975	pbssb1-family	None	
CP041258	pbssb1-family	None	
CP002314	pbssb1-family	None	
CP027343	pbssb1-family	None	
CP028661	pbssb1-family	None	
KM377238	pbssb1-family	None	
JX141473	pbssb1-family	None	
CP025578	pbssb1-family	None	
CP031031	pbssb1-family	None	
CP029859	pbssb1-family	None	
CP039693	pbssb1-family	None	
CP000865	pbssb1-family	None	
CP016693	pbssb1-family	None	
CP028786	pbssb1-family	None	
NC_007595	pbssb1-family	None	
CP032422	pbssb1-family	None	
CP017963	pbssb1-family	None	
CP021961	pbssb1-family	None	
CP044202	pbssb1-family	None	
GQ900431	pbssb1-family	None	
NC_003065	pbssb1-family	None	
CP016728	pbssb1-family	None	
CP014554	pbssb1-family	None	
CP045371	pbssb1-family	None	
CP011608	pbssb1-family	None	
NC_011721	pbssb1-family	None	
CP002768	pbssb1-family	None	
CP000059	pbssb1-family	None	
CP010729	pbssb1-family	None	
NC_008050	pbssb1-family	None	
CP016203	pbssb1-family	None	
AY342395	pbssb1-family	None	
CP022285	pbssb1-family	None	
CP013225	pbssb1-family	None	
NC_019314	pbssb1-family	None	
CP003960	pbssb1-family	None	
MK123267	pbssb1-family	None	
CP009118	pbssb1-family	None	
GQ900402	pbssb1-family	None	
CP027052	pbssb1-family	None	
NC_019246	pbssb1-family	None	
CP007545	pbssb1-family	None	
GU371926	pbssb1-family	None	
CP035392	pbssb1-family	None	
CP038618	pbssb1-family	None	
CP021682	pbssb1-family	None	
CP014577	pbssb1-family	None	
NC_018958	pbssb1-family	None	
CP013156	pbssb1-family	None	
CP039724	pbssb1-family	None	
HE650697	pbssb1-family	None	
CP018361	pbssb1-family	None	
CP028480	pbssb1-family	None	
CP001735	pbssb1-family	None	
NC_017184	pbssb1-family	None	
CP036600	pbssb1-family	None	
CP042247	pbssb1-family	None	
NC_004564	pbssb1-family	None	
NC_004534	pbssb1-family	None	
JN872565	pbssb1-family	None	
CP040745	pbssb1-family	None	
CP029827	pbssb1-family	None	
CP000650	pbssb1-family	None	
NC_015902	pbssb1-family	None	
JN205800	pbssb1-family	None	
CP031397	pbssb1-family	None	
CP035389	pbssb1-family	None	
AP012550	pbssb1-family	None	
CP034057	pbssb1-family	None	
CP020079	pbssb1-family	None	
CP033574	pbssb1-family	None	
NC_009779	pbssb1-family	None	
CP032121	pbssb1-family	None	
CP017231	pbssb1-family	None	
MH882484	pbssb1-family	None	
CP041263	pbssb1-family	None	
HG796346	pbssb1-family	None	
CP014829	pbssb1-family	None	
KY454639	pbssb1-family	None	
CP028572	pbssb1-family	None	
CP002971	pbssb1-family	None	
CP023947	pbssb1-family	None	
AP019839	pbssb1-family	None	
MF156268	pbssb1-family	None	
MH176237	pbssb1-family	None	
CP013047	pbssb1-family	None	
CP016261	pbssb1-family	None	
CP024530	pbssb1-family	None	
