name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
AusGEM_01745	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.97;	H18-2-fliC;	97.187;	100;	contig00010;	64442-66112;	1671;	v1.0 (11-03-2020)	-
AUSMDU00038489	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;100;	100;100;100;	contig00011;contig00011;contig00001;	96370-97557;98560-99690;30111-31763;	1188;1131;1653;	v1.0 (11-03-2020)	-
AUSMDU00015676	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:0.997;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	99.739;100;100;	100;100;100;	contig00001;contig00001;contig00010;	626622-628154;620650-621723;57058-58367;	1533;1074;1310;	v1.0 (11-03-2020)	-
ERR5355961	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00012;	33938-35182;31727-32905;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
TEA_E5555	-	O132	H8	O132:H8	-	Based on 3 allele(s)	wzx:1;wzy:0.65;fliC:1;	O132-4-wzx;O132-7-wzy;H8-1-fliC-origin;	100;100;100;	100;65;100;	CADGQV010000056.1;CADGQV010000176.1;CADGQV010000070.1;	1648-2931;1-780;32761-34239;	1284;780;1479;	v1.0 (11-03-2020)	-
AUSMDU00017422	-	O153	H6	O153:H6	-	Based on 3 allele(s)	wzx:0.72;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H6-17-fliC;	100;100;99.637;	72;100;100;	contig00082;contig00073;contig00020;	1-846;934-2112;90621-92267;	846;1179;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00040857	-	O81	H27	O81:H27	-	Based on 2 allele(s)	wzy:1;fliC:0.53;	O81-2-wzy-origin;H27-4-fliC;	100;99.587;	100;53;	contig00146;contig00024;	1202-2431;516-1241;	1230;726;	v1.0 (11-03-2020)	-
AUSMDU00020292	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00001;contig00001;contig00013;	33715-34974;30500-31562;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00010646	-	O2	H1	O2:H1	-	Based on 2 allele(s)	wzx:1;fliC:1;	O2-6-wzx;H1-1-fliC-origin;	100;100;	100;100;	contig00001;contig00002;	1857-3119;367974-369761;	1263;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_01310	-	O22	H1	O22:H1	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O22-1-wzx-origin;O22-3-wzy-origin;H1-1-fliC-origin;	99.919;100;100;	100;100;100;	contig00004;contig00004;contig00002;	27015-28250;27015-28250;432772-434559;	1236;1236;1788;	v1.0 (11-03-2020)	-
SRR11094236	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	contig00031;contig00031;contig00011;	6952-8187;8918-10153;55995-57314;	1236;1236;1320;	v1.0 (11-03-2020)	-
AusGEM_00361	-	O4	H31	O4:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00001;	602115-603353;600032-601219;428452-430119;	1239;1188;1668;	v1.0 (11-03-2020)	-
SRR11094225	-	O153	H30	O153:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H30-2-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00001;	26097-27275;28232-29410;271664-273376;	1179;1179;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
SRR9924663	-	O153	H9	O153:H9	-	Based on 2 allele(s)	wzy:1;fliC:1;	O153-4-wzy-origin;H9-5-fliC;	100;99.901;	100;100;	contig00171;contig00090;	999-2177;9758-11770;	1179;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
TEA_W3_32	-	O5	H11	O5:H11	-	Based on 3 allele(s)	wzx:0.81;wzy:0.508;fliC:1;	O5-6-wzx;O5-11-wzy;H11-4-fliC;	100;99.557;100;	81;51;100;	CADHBF010000261.1;CADHBF010000256.1;CADHBF010000002.1;	1-1016;1395-2071;36447-37905;	1016;677;1459;	v1.0 (11-03-2020)	-
TEA_B486	-	-	H20	-:H20	-	Based on 1 allele(s)	fliC:0.99;	H20-4-fliC;	99.133;	100;	CADGAF010000005.1;	19494-21224;	1731;	v1.0 (11-03-2020)	-
TEA_E2469	-	O8	H21	O8:H21	-	Based on 2 allele(s)	wzm:0.949;fliC:1;	O8-1-wzm-origin;H21-12-fliC;	99.868;100;	95;100;	CADHEF010000253.1;CADHEF010000115.1;	50-807;5055-6530;	758;1476;	v1.0 (11-03-2020)	-
SRR14160821	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:0.999;wzy:0.996;fliC:0.98;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-2-fliC;	99.919;99.625;98.258;	100;100;100;	contig00039;contig00039;contig00031;	6788-8023;5415-6746;38407-40071;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
SRR7790753	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	contig00014;contig00014;contig00027;	30396-31787;32489-33655;44011-45768;	1392;1167;1758;	v1.0 (11-03-2020)	-
AUSMDU00008607	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00070;contig00014;	358360-359619;210-1272;97224-98273;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_01785	-	O157	H11	O157:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.58;	O157-5-wzx-origin;O157-9-wzy-origin;H11-10-fliC;	100;100;100;	100;100;58;	contig00011;contig00011;contig00038;	79999-81390;78113-79297;110-949;	1392;1185;840;	v1.0 (11-03-2020)	-
AUSMDU00022386	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00003;contig00059;contig00025;	1844-3103;2156-3218;28741-29790;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR7828668	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	contig00113;	6264-7313;	1050;	v1.0 (11-03-2020)	-
AusGEM_02007	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;99.666;	100;100;100;	contig00023;contig00023;contig00003;	5835-7091;7091-8434;130328-132121;	1257;1344;1794;	v1.0 (11-03-2020)	-
SRR7724573	-	O9	H10	O9:H10	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H10-10-fliC;	100;100;100;	100;100;100;	contig00012;contig00012;contig00054;	17263-18048;18051-19346;19345-20606;	786;1296;1262;	v1.0 (11-03-2020)	-
AusGEM_02000	-	-	H25	-:H25	-	Based on 1 allele(s)	fliC:1;	H25-14-fliC;	100;	100;	contig00011;	60227-61546;	1320;	v1.0 (11-03-2020)	-
AUSMDU00060959	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.751;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;96.265;100;	100;78;100;	contig00029;contig00094;contig00032;	58052-59311;1470-2299;38315-39364;	1260;830;1050;	v1.0 (11-03-2020)	-
AusGEM_01723	-	-	H37	-:H37	-	Based on 1 allele(s)	fliC:1;	H37-1-fliC-origin;	100;	100;	contig00011;	7151-8836;	1686;	v1.0 (11-03-2020)	-
AUSMDU00021660	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00034;contig00034;contig00013;	5348-6607;2133-3195;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
ERR5355934	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00001;	358816-360054;360950-362137;124609-125919;	1239;1188;1311;	v1.0 (11-03-2020)	-
AUSMDU00023316	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00003;contig00003;contig00014;	3428-4687;213-1275;97225-98274;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR7828751	-	O25	H4	O25:H4	-	Based on 2 allele(s)	wzx:0.504;fliC:1;	O25-3-wzx;H4-2-fliC-origin;	95.075;100;	53;100;	contig00001;contig00045;	338623-339292;30946-31995;	670;1050;	v1.0 (11-03-2020)	-
AUSMDU00020152	-	O15	H18	O15:H18	-	Based on 2 allele(s)	wzx:1;fliC:1;	O15-4-wzx;H18-1-fliC-origin;	100;100;	100;100;	contig00058;contig00001;	794-2038;318665-320329;	1245;1665;	v1.0 (11-03-2020)	-
TEA_A3_57	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.994;wzy:0.993;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.405;99.267;100;	100;100;100;	CADGKX010000133.1;CADGKX010000133.1;CADGKX010000022.1;	5194-6537;1692-2918;95788-97107;	1344;1227;1320;	v1.0 (11-03-2020)	-
TEA_C3_14	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-2-fliC-origin;	100;	100;	CADHKS010000033.1;	17005-18480;	1476;	v1.0 (11-03-2020)	-
SRR7724842	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.741;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	95.952;96.233;100;	100;77;100;	contig00123;contig00479;contig00083;	142-1401;1-823;9384-10433;	1260;823;1050;	v1.0 (11-03-2020)	-
TEA_E2039	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CADGAH010000010.1;CADGAH010000010.1;CADGAH010000006.1;	47869-49104;49146-50477;30433-32097;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00063771	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:0.57;fliC:1;	O6-9-wzx;O6-7-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;57;100;	contig00003;contig00065;contig00001;	529-1785;811-1576;461189-462856;	1257;766;1668;	v1.0 (11-03-2020)	-
AUSMDU00034110	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00004;contig00004;contig00015;	236615-237874;240027-241089;31007-32056;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00015606	-	O7	H4	O7:H4	-	Based on 3 allele(s)	wzx:0.93;wzy:1;fliC:0.99;	O7-16-wzx;O7-39-wzy;H4-1-fliC-origin;	100;100;99.333;	93;100;100;	contig00030;contig00047;contig00015;	1-1324;29052-29778;102960-104009;	1324;727;1050;	v1.0 (11-03-2020)	-
AUSMDU00028588	-	O153	H30	O153:H30	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H30-2-fliC;	99.915;100;100;	100;100;100;	contig00022;contig00022;contig00005;	84752-85930;82617-83795;159066-160778;	1179;1179;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
TEA_BS58	-	O2/O50	H7	O2/O50:H7	-	Based on 2 allele(s)	wzx:0.999;fliC:1;	O2-5-wzx;H7-3-fliC-origin;	99.921;100;	100;100;	CADGFG010000010.1;CADGFG010000009.1;	1797-3059;367292-369049;	1263;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00037491	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	contig00062;contig00062;contig00004;	5662-6441;6448-7200;53491-55503;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_01580	-	O169	H8	O169:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O169-1-wzx-origin;O169-2-wzy-origin;H8-1-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00006;	370488-371771;361255-362307;82803-84281;	1284;1053;1479;	v1.0 (11-03-2020)	High similarity O-antigen group 16:O169/O183 as per A.Iguchi et.al (PMID: 25428893)
TEA_A4_61	-	O153	H49	O153:H49	-	Based on 3 allele(s)	wzx:0.59;wzy:0.56;fliC:0.99;	O153-3-wzx-origin;O153-4-wzy-origin;H49-3-fliC;	100;100;98.997;	59;56;100;	CADHAI010000274.1;CADHAI010000260.1;CADHAI010000003.1;	1-695;1375-2035;42122-43816;	695;661;1695;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00016151	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00031;	232922-234169;235280-236446;5228-6537;	1248;1167;1310;	v1.0 (11-03-2020)	-
TEA_E258	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	CADFYQ010000071.1;CADFYQ010000071.1;CADFYQ010000042.1;	3607-4386;4393-5145;55053-57065;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
TEA_C4_93	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.76;wzy:0.67;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	76;67;100;	CADHPM010000243.1;CADHPM010000180.1;CADHPM010000080.1;	1113-2084;32-889;31647-32696;	972;858;1050;	v1.0 (11-03-2020)	-
AusGEM_00612	-	O83	H42	O83:H42	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O83-3-wzx-origin;O83-2-wzy-origin;H42-13-fliC;	99.855;99.919;100;	100;100;100;	contig00001;contig00001;contig00022;	645751-647127;647124-648359;11290-12569;	1377;1236;1280;	v1.0 (11-03-2020)	-
AusGEM_01268	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00006;	621945-623183;624079-625266;185877-187187;	1239;1188;1311;	v1.0 (11-03-2020)	-
AUSMDU00036295	-	O153	H6	O153:H6	-	Based on 3 allele(s)	wzx:0.6;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H6-17-fliC;	100;100;99.637;	60;100;100;	contig00086;contig00019;contig00017;	568-1280;95568-96746;11133-12779;	713;1179;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00223	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00001;contig00001;contig00008;	27145-28338;28354-29406;136474-137523;	1194;1053;1050;	v1.0 (11-03-2020)	-
SRR5512213	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00020;contig00020;contig00002;	52684-53910;49412-50416;94924-96681;	1227;1005;1758;	v1.0 (11-03-2020)	-
AusGEM_01208	-	O25	H1	O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O25-3-wzx;O25-5-wzy;H1-1-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00008;	33262-34522;30043-31105;155251-157038;	1261;1063;1788;	v1.0 (11-03-2020)	-
AUSMDU00008492	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.97;	H18-2-fliC;	97.187;	100;	contig00018;	64422-66092;	1671;	v1.0 (11-03-2020)	-
ERR5355575	-	O21	H52	O21:H52	-	Based on 3 allele(s)	wzx:0.999;wzy:0.995;fliC:1;	O21-4-wzx;O21-8-wzy;H52-1-fliC-origin;	99.919;99.539;99.851;	100;100;100;	contig00018;contig00018;contig00013;	41848-43083;45372-46455;48179-49522;	1236;1084;1344;	v1.0 (11-03-2020)	-
AUSMDU00020284	-	O77/O17/O44/O106	H19	O77/O17/O44/O106:H19	-	Based on 2 allele(s)	wzx:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;H19-2-fliC-origin;	100;100;	100;100;	contig00036;contig00017;	666-1901;19844-21685;	1236;1842;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
SRR5512157	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00005;	28883-30130;27636-28824;185513-187270;	1248;1189;1758;	v1.0 (11-03-2020)	-
AUSMDU00015814	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.751;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;96.256;100;	100;78;100;	contig00023;contig00119;contig00013;	1175-2434;1-828;31093-32142;	1260;828;1050;	v1.0 (11-03-2020)	-
AUSMDU00067491	-	O45	H6	O45:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-2-wzx-origin;O45-5-wzy-origin;H6-17-fliC;	100;100;99.637;	100;100;100;	contig00001;contig00001;contig00013;	36719-37981;34671-35762;122899-124545;	1263;1092;1653;	v1.0 (11-03-2020)	-
TEA_A3_5	-	O2	H1	O2:H1	-	Based on 2 allele(s)	wzx:1;fliC:1;	O2-6-wzx;H1-5-fliC;	100;100;	100;100;	CADFXG010000012.1;CADFXG010000014.1;	2131-3393;420325-422112;	1263;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00645	-	O3	H34	O3:H34	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O3-3-wzx;O3-5-wzy;H34-5-fliC;	100;99.908;100;	100;100;100;	contig00020;contig00020;contig00001;	34261-35754;36902-37987;122088-123725;	1494;1086;1638;	v1.0 (11-03-2020)	-
AUSMDU00008524	-	O153	H30	O153:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H30-2-fliC;	100;100;100;	100;100;100;	contig00064;contig00064;contig00010;	567-1745;2702-3880;58148-59860;	1179;1179;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00017776	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00016;contig00016;contig00029;	113678-114937;117090-118152;25158-26207;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_00087	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00011;	51323-52585;48649-49611;113805-115451;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
TEA_H176	-	O16	H6	O16:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H6-8-fliC;	100;100;100;	100;100;100;	CADGNK010000079.1;CADGNK010000079.1;CADGNK010000065.1;	63319-64566;65677-66843;7216-8862;	1248;1167;1647;	v1.0 (11-03-2020)	-
AusGEM_00258	-	O88	H8	O88:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O88-1-wzx-origin;O88-2-wzy-origin;H8-2-fliC-origin;	100;100;100;	100;100;100;	contig00025;contig00025;contig00009;	4743-6200;7129-8403;140225-141703;	1458;1275;1479;	v1.0 (11-03-2020)	-
AUSMDU00042431	-	O9	H30	O9:H30	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;	100;100;100;	100;100;100;	contig00039;contig00039;contig00028;	3611-4396;4399-5694;63003-64715;	786;1296;1713;	v1.0 (11-03-2020)	-
SRR7469829	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	385650-386876;389144-390148;114569-116326;	1227;1005;1758;	v1.0 (11-03-2020)	-
AUSMDU00045885	-	-	H6	-:H6	-	Based on 1 allele(s)	fliC:1;	H6-5-fliC;	100;	100;	contig00002;	7229-8875;	1647;	v1.0 (11-03-2020)	-
AusGEM_00583	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;99.939;	100;100;100;	contig00001;contig00001;contig00001;	633399-634661;630725-631687;439285-440931;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00941	-	O163	H20	O163:H20	-	Based on 3 allele(s)	wzx:0.999;wzy:0.996;fliC:1;	O163-1-wzx-origin;O163-2-wzy-origin;H20-1-fliC-origin;	99.92;99.595;100;	100;100;100;	contig00048;contig00048;contig00008;	24212-25465;22980-24215;107197-108927;	1254;1236;1731;	v1.0 (11-03-2020)	-
AUSMDU00015804	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	contig00095;contig00095;contig00070;	2335-3114;3121-3873;7959-9221;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
TEA_W2_87	-	O166	H45	O166:H45	-	Based on 2 allele(s)	wzy:0.657;fliC:1;	O166-4-wzy;H45-1-fliC-origin;	99.577;99.883;	66;100;	CADGWP010000228.1;CADGWP010000132.1;	25-733;5433-7139;	709;1707;	v1.0 (11-03-2020)	-
TEA_H008	-	O2/O50	H7	O2/O50:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O2-5-wzx;O2-11-wzy;H7-3-fliC-origin;	99.921;100;100;	100;100;100;	CADFXC010000018.1;CADFXC010000018.1;CADFXC010000027.1;	254774-256036;257749-258711;276781-278538;	1263;963;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
TEA_E9796	-	-	H10	-:H10	-	Based on 1 allele(s)	fliC:1;	H10-22-fliC;	100;	100;	CADGFD010000025.1;	52086-53348;	1263;	v1.0 (11-03-2020)	-
AUSMDU00012230	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.881;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.799;100;	100;92;100;	contig00022;contig00120;contig00029;	143-1402;174-1149;28737-29786;	1260;976;1050;	v1.0 (11-03-2020)	-
AusGEM_01120	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;99.666;	100;100;100;	contig00002;contig00002;contig00003;	587206-588462;588462-589805;393460-395253;	1257;1344;1794;	v1.0 (11-03-2020)	-
AusGEM_01291	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;99.94;	100;100;100;	contig00002;contig00002;contig00006;	527099-528355;528355-529698;112267-113934;	1257;1344;1668;	v1.0 (11-03-2020)	-
AUSMDU00017113	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:0.649;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;99.847;99.637;	100;65;100;	contig00002;contig00002;contig00013;	2920-4146;1-652;11133-12779;	1227;652;1653;	v1.0 (11-03-2020)	-
AUSMDU00008499	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00001;	56022-57257;57299-58630;103355-105019;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
