name	genes_detected	quadraplex_resuts	alleles_for_C_or_G	clermontyping_phylogroup	mashfile
SRR5512157	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512157.fasta_mash_screen.tab
AUSMDU00015814	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015814.fasta_mash_screen.tab
AUSMDU00067491	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00067491.fasta_mash_screen.tab
TEA_A3_5	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_A3_5.fasta_mash_screen.tab
AusGEM_00645	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	AusGEM_00645.fasta_mash_screen.tab
AUSMDU00008524	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00008524.fasta_mash_screen.tab
AUSMDU00017776	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00017776.fasta_mash_screen.tab
AusGEM_00087	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00087.fasta_mash_screen.tab
TEA_H176	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_H176.fasta_mash_screen.tab
AusGEM_00258	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00258.fasta_mash_screen.tab
AUSMDU00042431	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00042431.fasta_mash_screen.tab
SRR7469829	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7469829.fasta_mash_screen.tab
AUSMDU00045885	['trpA', 'trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AUSMDU00045885.fasta_mash_screen.tab
AusGEM_00583	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00583.fasta_mash_screen.tab
AusGEM_00941	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_00941.fasta_mash_screen.tab
AUSMDU00015804	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00015804.fasta_mash_screen.tab
TEA_W2_87	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA']	['+', '+', '-', '+']	[]	D	TEA_W2_87.fasta_mash_screen.tab
TEA_H008	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_H008.fasta_mash_screen.tab
TEA_E9796	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E9796.fasta_mash_screen.tab
AUSMDU00012230	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00012230.fasta_mash_screen.tab
AusGEM_01120	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01120.fasta_mash_screen.tab
AusGEM_01291	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01291.fasta_mash_screen.tab
AUSMDU00017113	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00017113.fasta_mash_screen.tab
AUSMDU00008499	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AUSMDU00008499.fasta_mash_screen.tab
AusGEM_00451	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00451.fasta_mash_screen.tab
AusGEM_00130	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00130.fasta_mash_screen.tab
AUSMDU00034398	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '-', '+', '-']	['ArpAgpE', 'trpAgpC']	C	AUSMDU00034398.fasta_mash_screen.tab
AusGEM_01778	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01778.fasta_mash_screen.tab
TEA_45_3_DC2	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_45_3_DC2.fasta_mash_screen.tab
AusGEM_01876	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01876.fasta_mash_screen.tab
TEA_B1267	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2']	['-', '+', '+', '+']	[]	B2	TEA_B1267.fasta_mash_screen.tab
SRR7912375	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7912375.fasta_mash_screen.tab
TEA_W2_75	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_W2_75.fasta_mash_screen.tab
SRR7724739	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR7724739.fasta_mash_screen.tab
AusGEM_01448	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01448.fasta_mash_screen.tab
AUSMDU00014337	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AUSMDU00014337.fasta_mash_screen.tab
AusGEM_00874	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00874.fasta_mash_screen.tab
AusGEM_01905	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01905.fasta_mash_screen.tab
TEA_H071	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_H071.fasta_mash_screen.tab
AUSMDU00045655	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00045655.fasta_mash_screen.tab
AusGEM_00335	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00335.fasta_mash_screen.tab
TEA_TA478	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_TA478.fasta_mash_screen.tab
AUSMDU00015826	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015826.fasta_mash_screen.tab
TEA_13_3_TC6	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'trpAgpC']	['-', '+', '-', '+']	['trpAgpC']	B2	TEA_13_3_TC6.fasta_mash_screen.tab
TEA_E9138	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_E9138.fasta_mash_screen.tab
AUSMDU00029845	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AUSMDU00029845.fasta_mash_screen.tab
TEA_C1_110	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	TEA_C1_110.fasta_mash_screen.tab
AUSMDU00008380	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00008380.fasta_mash_screen.tab
ERR161271	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR161271.fasta_mash_screen.tab
AusGEM_01362	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_01362.fasta_mash_screen.tab
AusGEM_01281	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01281.fasta_mash_screen.tab
AusGEM_00050	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	AusGEM_00050.fasta_mash_screen.tab
AusGEM_00981	['trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AusGEM_00981.fasta_mash_screen.tab
AusGEM_00340	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00340.fasta_mash_screen.tab
AUSMDU00021244	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00021244.fasta_mash_screen.tab
AusGEM_01128	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01128.fasta_mash_screen.tab
AUSMDU00008546	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00008546.fasta_mash_screen.tab
AUSMDU00019317	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00019317.fasta_mash_screen.tab
AusGEM_01798	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01798.fasta_mash_screen.tab
AusGEM_01833	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01833.fasta_mash_screen.tab
AUSMDU00015558	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015558.fasta_mash_screen.tab
AusGEM_00879	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00879.fasta_mash_screen.tab
SRR9924634	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924634.fasta_mash_screen.tab
AusGEM_01690	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01690.fasta_mash_screen.tab
ERR5355591	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	ERR5355591.fasta_mash_screen.tab
AusGEM_00341	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00341.fasta_mash_screen.tab
AusGEM_01976	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01976.fasta_mash_screen.tab
TEA_E1358	['trpA', 'trpBA', 'chuA', 'yjaA', 'arpA', 'ArpAgpE']	['+', '+', '+', '-']	['ArpAgpE']	E	TEA_E1358.fasta_mash_screen.tab
AusGEM_00197	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00197.fasta_mash_screen.tab
TEA_E4206	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_E4206.fasta_mash_screen.tab
AusGEM_00635	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00635.fasta_mash_screen.tab
AusGEM_01863	['trpBA', 'chuIV']	['-', '-', '-', '-']	['chuIV']	cladeIV	AusGEM_01863.fasta_mash_screen.tab
TEA_40_1_R9	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_40_1_R9.fasta_mash_screen.tab
TEA_B1504	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_B1504.fasta_mash_screen.tab
TEA_E9213	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	TEA_E9213.fasta_mash_screen.tab
AusGEM_01114	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01114.fasta_mash_screen.tab
AusGEM_00012	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00012.fasta_mash_screen.tab
SRR5512168	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512168.fasta_mash_screen.tab
ERR5355691	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355691.fasta_mash_screen.tab
AUSMDU00014327	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00014327.fasta_mash_screen.tab
TEA_H190	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_H190.fasta_mash_screen.tab
TEA_C1_51	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_C1_51.fasta_mash_screen.tab
ERR5355801	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	ERR5355801.fasta_mash_screen.tab
SRR7469848	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7469848.fasta_mash_screen.tab
AusGEM_00474	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_00474.fasta_mash_screen.tab
SRR7724772	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	SRR7724772.fasta_mash_screen.tab
TEA_E5456	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_E5456.fasta_mash_screen.tab
AUSMDU00035652	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00035652.fasta_mash_screen.tab
TEA_A4_50	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_A4_50.fasta_mash_screen.tab
AusGEM_01440	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01440.fasta_mash_screen.tab
TEA_19_1_Ti7	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_19_1_Ti7.fasta_mash_screen.tab
ERR5355932	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355932.fasta_mash_screen.tab
SRR14160900	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR14160900.fasta_mash_screen.tab
AusGEM_01611	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AusGEM_01611.fasta_mash_screen.tab
AUSMDU00022383	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00022383.fasta_mash_screen.tab
ERR5355744	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355744.fasta_mash_screen.tab
AUSMDU00026903	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AUSMDU00026903.fasta_mash_screen.tab
AusGEM_00040	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00040.fasta_mash_screen.tab
AusGEM_01806	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01806.fasta_mash_screen.tab
AusGEM_00466	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00466.fasta_mash_screen.tab
TEA_E2606	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_E2606.fasta_mash_screen.tab
AUSMDU00022543	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00022543.fasta_mash_screen.tab
SRR11355587	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR11355587.fasta_mash_screen.tab
TEA_8_2_Ti16_redo	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_8_2_Ti16_redo.fasta_mash_screen.tab
TEA_A2_3	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_A2_3.fasta_mash_screen.tab
TEA_E8599	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_E8599.fasta_mash_screen.tab
AusGEM_00073	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00073.fasta_mash_screen.tab
TEA_29_4_DC8	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_29_4_DC8.fasta_mash_screen.tab
ERR161262	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR161262.fasta_mash_screen.tab
AusGEM_01997	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01997.fasta_mash_screen.tab
SRR4067494	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR4067494.fasta_mash_screen.tab
ERR5355926	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355926.fasta_mash_screen.tab
AUSMDU00042652	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AUSMDU00042652.fasta_mash_screen.tab
AUSMDU00007306	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007306.fasta_mash_screen.tab
AUSMDU00057100	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00057100.fasta_mash_screen.tab
AusGEM_00945	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00945.fasta_mash_screen.tab
AusGEM_00579	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00579.fasta_mash_screen.tab
AusGEM_01559	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01559.fasta_mash_screen.tab
AusGEM_01264	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01264.fasta_mash_screen.tab
AUSMDU00016537	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AUSMDU00016537.fasta_mash_screen.tab
TEA_CD_52_IM4	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_CD_52_IM4.fasta_mash_screen.tab
TEA_E7193	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_E7193.fasta_mash_screen.tab
SRR7724817	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR7724817.fasta_mash_screen.tab
TEA_TA161	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_TA161.fasta_mash_screen.tab
ERR5355929	['trpA', 'trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	ERR5355929.fasta_mash_screen.tab
TEA_6_14_8	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_6_14_8.fasta_mash_screen.tab
AUSMDU00015328	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00015328.fasta_mash_screen.tab
SRR5512235	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512235.fasta_mash_screen.tab
AUSMDU00042167	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00042167.fasta_mash_screen.tab
TEA_H604	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_H604.fasta_mash_screen.tab
AusGEM_00180	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00180.fasta_mash_screen.tab
SRR6456049	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	SRR6456049.fasta_mash_screen.tab
SRR5512204	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512204.fasta_mash_screen.tab
AusGEM_01017	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AusGEM_01017.fasta_mash_screen.tab
TEA_E2062	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_E2062.fasta_mash_screen.tab
AusGEM_01229	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01229.fasta_mash_screen.tab
AUSMDU00013142	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	AUSMDU00013142.fasta_mash_screen.tab
SRR4241805	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	SRR4241805.fasta_mash_screen.tab
TEA_W1_36	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_W1_36.fasta_mash_screen.tab
ERR5355876	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	ERR5355876.fasta_mash_screen.tab
AusGEM_01160	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01160.fasta_mash_screen.tab
SRR9924681	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924681.fasta_mash_screen.tab
AusGEM_00604	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00604.fasta_mash_screen.tab
AUSMDU00012376	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00012376.fasta_mash_screen.tab
AUSMDU00022080	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AUSMDU00022080.fasta_mash_screen.tab
AusGEM_00922	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00922.fasta_mash_screen.tab
AUSMDU00011304	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00011304.fasta_mash_screen.tab
AUSMDU00015806	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00015806.fasta_mash_screen.tab
TEA_E5628	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E5628.fasta_mash_screen.tab
AusGEM_00610	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '-', '+', '-']	['ArpAgpE', 'trpAgpC']	C	AusGEM_00610.fasta_mash_screen.tab
AusGEM_00080	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00080.fasta_mash_screen.tab
