ID	Tx:2500	Tx:2250	Tx:2000	Tx:1750	Tx:1500	Tx:1250	Tx:1000	Tx:750	Tx:500	Tx:400	Tx:300	Tx:200	Tx:150	Tx:100	Tx:75	Tx:50	Tx:25	Tx:10	Tx:9	Tx:8	Tx:7	Tx:6	Tx:5	Tx:4	Tx:3	Tx:2	Tx:1	Tx:0
TEA_E4726	1	7	45	12	32	32	88	54	54	54	330	1263	1263	631	315	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4735	1	7	45	2	59	18	441	441	220	440	440	440	440	95	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4762	1	7	45	2	59	18	441	441	220	440	440	440	440	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4766	1	7	45	15	36	36	36	248	248	62	170	170	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4770	1	7	45	12	33	16	196	196	196	393	393	393	392	392	392	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4830	1	7	45	22	19	29	97	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4906	1	4	13	41	20	338	169	169	84	124	101	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4921	1	7	45	15	36	36	36	35	23	14	52	674	674	674	674	674	674	84	42	42	21	UC	UC	UC	UC	UC	UC	UC
TEA_E4931	1	14	44	89	76	76	176	253	253	126	252	175	175	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4942	1	14	44	89	76	76	176	253	253	126	252	175	175	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4963	1	14	26	183	91	113	226	226	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4970	1	7	45	2	44	5	76	95	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E4980	1	7	45	12	77	77	77	155	739	739	92	53	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5008	1	14	91	45	21	61	15	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5021	1	2	8	10	10	12	19	14	46	112	56	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5060	1	7	45	15	36	36	36	35	23	14	70	193	386	193	100	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5129	1	7	45	11	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5150	1	7	45	15	36	36	36	35	29	105	47	314	34	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5183	1	2	8	17	29	27	27	31	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5203	1	2	9	90	12	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5260	1	2	8	91	45	23	24	53	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5261	1	18	18	13	105	105	52	252	97	24	125	160	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5356	1	2	8	10	10	12	22	91	104	839	839	104	573	286	286	573	71	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5359	1	7	45	2	59	18	25	506	506	253	506	506	126	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5381	1	7	45	2	59	18	25	506	506	253	506	506	126	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5405	1	7	45	2	59	18	25	506	506	253	506	506	126	194	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5415	1	7	45	15	36	36	36	35	23	14	52	674	674	674	674	674	674	84	42	42	21	UC	UC	UC	UC	UC	UC	UC
TEA_E5448	1	2	8	49	17	180	90	2	153	153	38	426	106	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5456	1	14	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5472	1	4	13	41	20	31	62	177	17	223	81	15	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5476	1	7	45	12	77	77	77	155	194	48	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5493	1	7	45	12	77	77	77	155	739	739	92	53	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5499	1	2	8	4	53	26	37	8	62	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5545	1	7	45	22	19	182	1	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5548	1	7	45	2	7	185	185	92	92	218	218	179	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5555	1	7	45	15	36	36	36	35	48	32	21	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5562	1	7	45	46	119	17	104	66	33	408	204	25	855	855	26	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5598	1	14	11	28	56	7	34	68	32	52	209	534	534	534	1068	1068	33	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5623	1	14	37	182	182	364	364	364	364	364	182	508	508	63	388	388	97	481	481	240	240	240	30	UC	UC	UC	UC	UC
TEA_E5627	1	8	32	64	128	128	128	128	128	128	129	310	310	155	322	645	645	80	40	40	40	5	UC	UC	UC	UC	UC	UC
TEA_E5628	1	7	45	12	50	367	367	11	447	447	13	213	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5629	1	7	45	2	7	162	40	40	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5631	1	7	45	12	32	32	88	54	54	54	330	565	377	377	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5633	1	7	45	2	44	5	76	95	386	386	386	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5636	1	3	22	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5753	1	2	8	10	10	44	10	519	64	64	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5795	1	14	44	89	76	76	176	253	253	126	252	139	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5895	1	4	13	18	131	131	131	131	131	16	446	446	446	446	223	223	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5897	1	7	45	25	8	165	82	41	395	395	395	395	791	197	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5938	1	4	13	41	20	338	169	169	84	419	419	13	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5939	1	7	45	22	1	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5948	1	7	45	12	32	32	198	99	246	246	493	493	493	986	986	986	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5953	1	7	45	11	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5955	1	7	45	2	7	155	155	77	157	157	157	78	376	23	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5976	1	4	13	47	23	39	9	107	631	631	631	1262	1262	1262	631	631	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E5993	1	7	45	46	183	45	223	223	661	330	520	520	520	520	520	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E600	1	3	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6003	1	4	13	18	131	131	131	131	131	16	446	446	446	446	223	223	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6007	1	7	45	2	44	5	76	242	30	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6042	1	3	22	34	104	104	53	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6062	1	7	45	22	19	29	97	104	52	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6082	1	4	13	47	23	39	9	107	363	363	363	90	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6181	1	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6249	1	3	76	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6387	1	8	5	59	237	237	237	475	475	475	951	951	951	1902	1902	1902	1902	1902	1902	1902	1902	1902	237	118	7	UC	UC	UC
TEA_E6389	1	4	13	47	23	39	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6649	1	14	10	153	153	153	38	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6705	1	8	32	64	128	128	128	128	128	128	129	66	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E6882	1	2	8	10	10	12	19	38	90	187	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7041	1	3	17	126	253	126	63	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7087	1	14	11	30	60	60	60	60	41	37	106	243	121	10	500	500	500	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7090	1	3	76	9	106	53	106	36	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7112	1	2	21	6	65	65	65	32	708	708	63	92	331	82	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7143	1	8	32	64	128	128	128	128	128	128	129	66	825	825	412	412	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7147	1	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7180	1	7	45	2	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7185	1	2	8	10	10	12	22	91	104	839	839	104	573	286	286	573	71	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7188	1	7	45	2	118	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7193	1	7	45	12	62	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7207	1	7	45	2	7	185	185	92	92	248	251	64	143	109	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7242	1	14	91	45	211	211	105	22	111	55	364	182	45	112	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7253	1	14	93	38	38	38	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7267	1	2	8	10	10	12	55	6	43	77	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7285	1	2	8	10	10	46	13	17	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7322	1	7	45	22	1	3	354	48	328	164	164	95	352	176	176	176	11	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7355	1	7	45	15	36	36	36	35	359	359	179	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7411	1	7	45	12	149	74	338	338	338	338	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7412	1	5	63	63	239	59	7	117	37	101	18	679	169	84	11	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7542	1	7	45	2	126	63	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7553	1	7	45	2	25	365	45	78	383	383	11	82	144	18	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7562	1	7	45	2	59	18	100	100	100	200	200	50	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7564	1	7	45	12	149	74	338	338	338	338	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7591	1	14	44	89	76	76	176	253	253	126	252	175	175	2	249	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7603	1	14	3	78	78	157	157	39	310	155	527	527	527	263	32	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7615	1	14	11	30	60	60	60	60	41	448	448	336	168	224	112	907	453	453	453	453	453	453	226	226	226	226	56	UC
TEA_E7618	1	7	45	2	7	155	155	77	28	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7641	1	8	32	64	128	128	128	128	128	128	129	310	310	155	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7645	1	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7648	1	8	85	170	170	341	170	170	340	340	340	680	340	170	42	547	273	8	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7715	1	3	31	62	107	107	214	213	362	181	84	168	252	7	724	362	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7727	1	14	44	89	76	76	176	253	253	126	252	175	175	2	249	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7812	1	4	81	81	81	81	79	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E7861	1	4	13	47	23	181	181	181	725	362	362	181	363	181	45	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8084	1	4	13	41	20	31	62	177	17	207	184	124	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8085	1	7	45	12	281	281	140	70	79	449	449	56	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8279	1	14	3	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8382	1	2	8	10	10	12	19	38	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8383	1	7	45	12	32	32	88	54	54	54	330	1263	1263	631	315	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8416	1	7	45	2	59	18	100	100	100	200	200	50	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8483	1	7	45	2	118	207	414	414	103	141	66	55	68	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8487	1	4	13	47	23	39	9	107	631	631	631	1262	1262	1262	631	631	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8488	1	7	45	12	62	41	205	205	205	411	411	205	821	821	410	410	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8492	1	7	45	12	281	281	140	70	79	283	35	279	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8495	1	7	45	2	100	50	281	281	281	281	8	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8496	1	7	45	12	62	41	205	205	205	411	411	205	821	821	410	410	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8580	1	7	45	46	119	43	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8599	1	7	45	12	62	41	18	197	24	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8600	1	2	8	10	10	44	26	3	282	282	282	564	564	70	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8610	1	7	45	2	7	155	155	77	28	87	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8612	1	1	41	87	43	86	43	43	163	163	20	265	139	80	68	615	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8619	1	8	5	51	51	193	386	386	772	772	772	386	772	772	386	623	311	311	311	311	311	311	311	311	311	622	38	UC
TEA_E8621	1	14	40	5	125	62	217	27	121	154	154	309	154	150	75	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8647	1	7	45	22	1	3	354	48	176	11	6	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8659	1	7	45	12	32	32	198	99	246	246	493	493	493	986	986	986	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8660	1	2	8	10	10	12	19	14	46	177	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8707	1	4	13	41	20	31	216	216	216	433	216	216	216	216	216	216	123	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8732	1	4	13	47	23	39	9	107	631	631	631	1262	1262	1262	631	631	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8766	1	14	11	30	60	60	60	60	135	185	46	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8769	1	18	18	13	105	105	52	257	257	257	257	16	711	88	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8784	1	7	45	2	118	207	414	414	103	141	95	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8792	1	3	76	9	106	53	106	36	143	143	143	573	286	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8797	1	1	70	141	283	283	283	141	141	35	10	74	381	202	50	391	195	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8811	1	2	8	10	10	12	19	64	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8848	1	2	8	10	10	12	213	106	113	113	227	122	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8856	1	2	8	10	10	12	213	106	113	113	227	122	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E8988	1	2	8	10	10	12	19	14	9	196	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9138	1	2	8	10	10	12	55	6	43	77	5	57	88	614	307	614	76	117	117	117	29	572	572	572	143	UC	UC	UC
TEA_E9141	1	2	8	10	10	12	55	6	43	77	5	143	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9180	1	7	45	15	89	178	89	89	178	178	178	22	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9182	1	7	45	2	7	185	185	92	92	248	251	64	143	109	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9202	1	7	45	22	1	3	354	48	328	164	164	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9207	1	7	45	77	69	69	69	277	138	138	51	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9208	1	7	45	15	36	36	36	35	23	14	70	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9213	1	18	18	13	105	105	52	257	257	257	257	16	711	88	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9254	1	17	34	98	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9273	1	7	45	12	32	32	88	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9303	1	14	6	29	58	14	201	201	201	201	201	201	403	14	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9319	1	14	12	75	75	75	75	37	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9345	1	14	11	30	60	60	60	60	135	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9427	1	7	45	15	42	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9465	1	7	45	12	32	32	88	54	741	741	741	741	741	741	741	370	740	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9472	1	14	91	45	211	211	105	22	111	55	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9567	1	4	42	84	84	42	119	238	238	119	238	59	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9576	1	8	5	51	51	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9644	1	6	25	36	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9650	1	7	45	15	147	147	147	147	294	294	294	589	294	73	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9661	1	2	8	10	10	44	26	3	58	30	465	465	232	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9693	1	14	10	181	11	125	125	250	250	250	501	544	272	68	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9742	1	2	8	10	10	12	55	6	43	77	5	57	88	614	307	614	76	117	117	117	29	105	52	UC	UC	UC	UC	UC
TEA_E9781	1	7	45	15	36	36	36	35	48	32	249	23	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9783	1	7	45	12	32	32	88	139	139	34	319	639	639	159	79	668	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9790	1	2	8	17	29	183	91	354	36	47	424	667	667	667	667	1332	1332	666	666	333	333	166	166	166	83	41	UC	UC
TEA_E9791	1	2	8	10	10	12	55	6	43	77	5	57	88	614	307	614	76	117	117	117	29	572	572	572	143	UC	UC	UC
TEA_E9796	1	7	45	2	25	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9802	1	7	45	12	32	32	88	139	139	34	319	639	639	159	79	161	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9844	1	7	45	22	1	3	103	51	179	179	22	221	184	154	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9855	1	7	45	22	1	3	354	33	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9866	1	14	26	43	86	172	86	86	172	172	43	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9870	1	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9872	1	7	45	12	2	79	39	74	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_E9890	1	7	23	40	40	91	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
TEA_GNB_2711	1	8	111	55	55	13	33	98	78	215	141	76	96	495	495	495	495	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
